'sample interval','ECG0','ECG1'
'0.0078125 sec','mV','mV'
0,0.050,-0.040
1,0.010,-0.060
2,-0.020,-0.130
3,-0.035,-0.170
4,-0.030,-0.240
5,-0.020,-0.265
6,-0.015,-0.285
7,-0.020,-0.280
8,-0.030,-0.300
9,-0.030,-0.325
10,-0.035,-0.305
11,-0.020,-0.315
12,-0.035,-0.320
13,-0.030,-0.305
14,-0.040,-0.330
15,-0.030,-0.320
16,-0.030,-0.300
17,-0.025,-0.335
18,-0.025,-0.390
19,0.020,-0.450
20,0.135,-0.405
21,0.315,-0.005
22,0.320,0.740
23,0.065,0.525
24,-0.165,-0.050
25,-0.095,-0.740
26,-0.065,-0.760
27,-0.045,-0.445
28,-0.040,-0.325
29,-0.045,-0.320
30,-0.055,-0.325
31,-0.055,-0.310
32,-0.030,-0.330
33,-0.045,-0.315
34,-0.045,-0.340
35,-0.035,-0.320
36,-0.045,-0.305
37,-0.045,-0.315
38,-0.035,-0.305
39,-0.050,-0.310
40,-0.055,-0.305
41,-0.065,-0.305
42,-0.050,-0.285
43,-0.055,-0.290
44,-0.045,-0.265
45,-0.055,-0.260
46,-0.060,-0.250
47,-0.060,-0.225
48,-0.065,-0.220
49,-0.055,-0.210
50,-0.065,-0.190
51,-0.060,-0.180
52,-0.070,-0.160
53,-0.060,-0.160
54,-0.055,-0.155
55,-0.065,-0.120
56,-0.045,-0.105
57,-0.040,-0.110
58,-0.020,-0.115
59,-0.005,-0.130
60,-0.015,-0.140
61,-0.020,-0.175
62,-0.005,-0.210
63,-0.020,-0.215
64,-0.020,-0.230
65,-0.015,-0.245
66,-0.015,-0.255
67,-0.045,-0.265
68,-0.020,-0.265
69,-0.025,-0.250
70,-0.025,-0.270
71,-0.015,-0.265
72,-0.010,-0.260
73,-0.015,-0.250
74,-0.005,-0.245
75,-0.005,-0.225
76,-0.010,-0.220
77,-0.005,-0.220
78,-0.005,-0.225
79,-0.005,-0.220
80,0.005,-0.210
81,-0.005,-0.205
82,-0.005,-0.210
83,0.000,-0.210
84,-0.025,-0.220
85,-0.015,-0.230
86,-0.020,-0.240
87,0.000,-0.235
88,-0.015,-0.220
89,0.000,-0.230
90,0.030,-0.165
91,0.035,-0.120
92,0.005,-0.120
93,0.015,-0.105
94,-0.015,-0.125
95,-0.025,-0.160
96,-0.055,-0.235
97,-0.035,-0.255
98,-0.025,-0.255
99,-0.030,-0.270
100,-0.025,-0.300
101,-0.025,-0.310
102,-0.020,-0.315
103,-0.035,-0.315
104,-0.015,-0.320
105,-0.035,-0.315
106,-0.035,-0.325
107,-0.030,-0.335
108,-0.025,-0.335
109,-0.030,-0.325
110,-0.020,-0.335
111,-0.015,-0.390
112,0.055,-0.460
113,0.240,-0.325
114,0.430,0.220
115,0.390,0.850
116,0.110,0.685
117,-0.170,0.090
118,-0.135,-0.595
119,-0.050,-0.720
120,-0.025,-0.420
121,-0.045,-0.335
122,-0.055,-0.355
123,-0.045,-0.355
124,-0.050,-0.340
125,-0.045,-0.355
126,-0.055,-0.380
127,-0.065,-0.360
128,-0.045,-0.360
129,-0.055,-0.350
130,-0.075,-0.340
131,-0.060,-0.345
132,-0.065,-0.345
133,-0.060,-0.340
134,-0.060,-0.335
135,-0.050,-0.330
136,-0.065,-0.310
137,-0.055,-0.300
138,-0.060,-0.295
139,-0.060,-0.275
140,-0.080,-0.245
141,-0.065,-0.255
142,-0.060,-0.225
143,-0.075,-0.225
144,-0.065,-0.200
145,-0.050,-0.185
146,-0.070,-0.155
147,-0.060,-0.155
148,-0.055,-0.150
149,-0.055,-0.145
150,-0.040,-0.125
151,-0.025,-0.135
152,-0.030,-0.170
153,-0.020,-0.190
154,-0.035,-0.220
155,-0.030,-0.235
156,-0.030,-0.280
157,-0.040,-0.300
158,-0.040,-0.305
159,-0.040,-0.300
160,-0.040,-0.310
161,-0.060,-0.315
162,-0.025,-0.325
163,-0.045,-0.320
164,-0.035,-0.305
165,-0.040,-0.315
166,-0.010,-0.310
167,-0.015,-0.305
168,-0.035,-0.310
169,-0.030,-0.290
170,-0.030,-0.290
171,-0.035,-0.295
172,-0.040,-0.295
173,-0.035,-0.280
174,-0.015,-0.280
175,-0.005,-0.280
176,-0.020,-0.280
177,-0.020,-0.270
178,-0.010,-0.275
179,-0.020,-0.285
180,-0.020,-0.280
181,-0.025,-0.280
182,0.000,-0.260
183,0.025,-0.225
184,0.025,-0.175
185,0.030,-0.160
186,0.030,-0.165
187,-0.005,-0.140
188,-0.040,-0.185
189,-0.050,-0.250
190,-0.035,-0.295
191,-0.035,-0.310
192,-0.030,-0.310
193,-0.040,-0.345
194,-0.025,-0.365
195,-0.035,-0.360
196,-0.040,-0.350
197,-0.025,-0.350
198,-0.010,-0.345
199,-0.020,-0.350
200,-0.005,-0.350
201,-0.030,-0.365
202,-0.020,-0.360
203,-0.005,-0.360
204,-0.020,-0.380
205,0.000,-0.460
206,0.085,-0.475
207,0.305,-0.260
208,0.385,0.290
209,0.075,0.485
210,-0.220,0.145
211,-0.300,-0.425
212,-0.120,-0.805
213,-0.040,-0.580
214,-0.025,-0.385
215,-0.045,-0.370
216,-0.025,-0.380
217,-0.040,-0.365
218,-0.035,-0.360
219,-0.025,-0.350
220,-0.025,-0.345
221,-0.040,-0.380
222,-0.015,-0.350
223,-0.015,-0.355
224,-0.020,-0.365
225,-0.015,-0.350
226,-0.020,-0.340
227,0.005,-0.340
228,-0.030,-0.295
229,-0.030,-0.325
230,-0.015,-0.330
231,-0.010,-0.315
232,-0.010,-0.285
233,-0.005,-0.265
234,-0.015,-0.240
235,-0.005,-0.220
236,-0.010,-0.215
237,-0.020,-0.215
238,-0.010,-0.180
239,-0.015,-0.165
240,-0.005,-0.150
241,-0.005,-0.130
242,0.000,-0.115
243,0.010,-0.135
244,0.020,-0.135
245,0.015,-0.165
246,0.025,-0.185
247,0.010,-0.205
248,0.015,-0.220
249,0.020,-0.260
250,0.010,-0.285
251,0.000,-0.280
252,0.000,-0.285
253,0.000,-0.310
254,0.000,-0.315
255,0.015,-0.320
256,-0.010,-0.320
257,0.000,-0.315
258,0.000,-0.325
259,-0.015,-0.305
260,0.000,-0.320
261,0.005,-0.335
262,0.010,-0.310
263,0.005,-0.305
264,0.000,-0.305
265,-0.005,-0.315
266,0.000,-0.315
267,0.000,-0.310
268,-0.005,-0.300
269,-0.010,-0.305
270,-0.010,-0.300
271,0.000,-0.290
272,-0.015,-0.300
273,-0.010,-0.315
274,0.000,-0.290
275,0.020,-0.285
276,0.020,-0.230
277,0.055,-0.195
278,0.025,-0.185
