'sample interval','ECG0','ECG1'
'0.0078125 sec','mV','mV'
0,0.125,0.445
1,0.140,0.465
2,0.145,0.490
3,0.190,0.490
4,0.190,0.485
5,0.190,0.510
6,0.210,0.520
7,0.225,0.535
8,0.225,0.530
9,0.235,0.565
10,0.240,0.570
11,0.250,0.580
12,0.260,0.585
13,0.275,0.580
14,0.270,0.575
15,0.265,0.585
16,0.270,0.595
17,0.275,0.605
18,0.270,0.595
19,0.255,0.595
20,0.250,0.590
21,0.250,0.580
22,0.220,0.580
23,0.205,0.555
24,0.170,0.540
25,0.160,0.535
26,0.135,0.515
27,0.120,0.490
28,0.105,0.470
29,0.070,0.450
30,0.035,0.430
31,0.025,0.405
32,-0.010,0.380
33,-0.020,0.370
34,-0.040,0.340
35,-0.065,0.325
36,-0.070,0.295
37,-0.075,0.295
38,-0.105,0.285
39,-0.115,0.260
40,-0.110,0.265
41,-0.110,0.255
42,-0.110,0.255
43,-0.110,0.255
44,-0.110,0.235
45,-0.105,0.235
46,-0.095,0.245
47,-0.105,0.250
48,-0.095,0.235
49,-0.105,0.230
50,-0.095,0.225
51,-0.110,0.220
52,-0.100,0.220
53,-0.105,0.205
54,-0.110,0.200
55,-0.105,0.200
56,-0.115,0.190
57,-0.130,0.190
58,-0.130,0.185
59,-0.135,0.175
60,-0.135,0.160
61,-0.145,0.150
62,-0.150,0.155
63,-0.170,0.185
64,-0.150,0.155
65,-0.160,0.145
66,-0.155,0.150
67,-0.160,0.150
68,-0.155,0.145
69,-0.170,0.130
70,-0.180,0.140
71,-0.165,0.145
72,-0.150,0.145
73,-0.125,0.165
74,-0.090,0.215
75,-0.075,0.205
76,-0.055,0.200
77,-0.075,0.185
78,-0.095,0.135
79,-0.100,0.105
80,-0.120,0.105
81,-0.120,0.100
82,-0.095,0.110
83,-0.085,0.120
84,-0.110,0.120
85,-0.205,0.125
86,-0.245,0.110
87,-0.255,0.100
88,-0.235,0.115
89,-0.275,0.080
90,-0.265,0.095
91,-0.255,0.105
92,-0.250,0.090
93,-0.250,0.100
94,-0.255,0.090
95,-0.250,0.100
96,-0.245,0.130
97,-0.245,0.095
98,-0.255,0.095
99,-0.260,0.090
100,-0.245,0.080
101,-0.230,0.085
102,-0.140,0.090
103,-0.030,0.145
104,-0.180,0.050
105,-0.455,-0.200
106,-0.870,-0.670
107,-1.155,-1.080
108,-1.320,-1.550
109,-1.365,-1.950
110,-1.355,-1.845
111,-1.255,-1.515
112,-1.195,-1.325
113,-1.095,-1.205
114,-1.040,-1.075
115,-0.905,-0.920
116,-0.755,-0.700
117,-0.635,-0.485
118,-0.505,-0.290
119,-0.355,-0.160
120,-0.195,-0.020
121,-0.065,0.125
122,0.020,0.250
123,0.075,0.385
124,0.075,0.430
125,0.115,0.445
126,0.120,0.470
127,0.120,0.465
128,0.150,0.480
129,0.180,0.505
130,0.190,0.490
131,0.195,0.525
132,0.200,0.530
133,0.205,0.530
134,0.220,0.545
135,0.225,0.535
136,0.245,0.570
137,0.250,0.570
138,0.255,0.580
139,0.250,0.570
140,0.250,0.585
141,0.270,0.580
142,0.275,0.590
143,0.255,0.585
144,0.240,0.595
145,0.240,0.570
146,0.215,0.585
147,0.190,0.580
148,0.175,0.535
149,0.155,0.535
150,0.135,0.510
151,0.120,0.520
152,0.095,0.485
153,0.045,0.465
154,0.020,0.425
155,0.010,0.400
156,-0.010,0.400
157,-0.040,0.370
158,-0.055,0.345
159,-0.075,0.305
160,-0.100,0.290
161,-0.110,0.295
162,-0.125,0.285
163,-0.135,0.255
164,-0.125,0.260
165,-0.130,0.270
166,-0.125,0.255
167,-0.115,0.250
168,-0.115,0.245
169,-0.100,0.235
170,-0.100,0.240
171,-0.105,0.225
172,-0.105,0.225
173,-0.095,0.240
174,-0.095,0.210
175,-0.095,0.205
176,-0.120,0.205
177,-0.110,0.205
178,-0.115,0.215
179,-0.115,0.195
180,-0.125,0.195
181,-0.130,0.180
182,-0.160,0.180
183,-0.150,0.170
184,-0.165,0.175
185,-0.175,0.165
186,-0.155,0.160
187,-0.170,0.160
188,-0.175,0.140
189,-0.165,0.130
190,-0.165,0.140
191,-0.180,0.150
192,-0.185,0.145
193,-0.170,0.135
194,-0.190,0.125
195,-0.150,0.135
196,-0.130,0.170
197,-0.110,0.190
198,-0.095,0.200
199,-0.055,0.195
200,-0.080,0.165
201,-0.080,0.145
202,-0.095,0.100
203,-0.135,0.095
204,-0.145,0.075
205,-0.105,0.085
206,-0.100,0.115
207,-0.130,0.110
208,-0.210,0.105
209,-0.255,0.090
210,-0.255,0.065
211,-0.260,0.075
212,-0.275,0.075
213,-0.265,0.080
214,-0.260,0.075
215,-0.270,0.075
216,-0.270,0.095
217,-0.270,0.075
218,-0.260,0.095
219,-0.265,0.065
220,-0.250,0.070
221,-0.275,0.075
222,-0.270,0.085
223,-0.260,0.070
224,-0.220,0.095
225,-0.085,0.100
226,-0.065,0.160
227,-0.250,-0.010
228,-0.595,-0.310
229,-0.975,-0.790
230,-1.210,-1.220
231,-1.360,-1.665
232,-1.400,-2.005
233,-1.335,-1.775
234,-1.250,-1.475
235,-1.165,-1.275
236,-1.085,-1.190
237,-1.020,-1.030
238,-0.865,-0.875
239,-0.725,-0.655
240,-0.615,-0.440
241,-0.470,-0.250
242,-0.305,-0.110
243,-0.150,0.030
244,-0.050,0.150
245,0.010,0.285
246,0.050,0.385
247,0.075,0.420
248,0.080,0.435
249,0.105,0.455
250,0.110,0.475
251,0.115,0.485
252,0.130,0.495
253,0.150,0.490
254,0.155,0.500
255,0.145,0.515
256,0.165,0.540
257,0.175,0.535
258,0.190,0.515
259,0.205,0.525
260,0.205,0.555
261,0.210,0.550
262,0.215,0.565
263,0.210,0.565
264,0.235,0.580
265,0.225,0.555
266,0.205,0.575
267,0.195,0.565
268,0.195,0.560
269,0.190,0.550
270,0.160,0.560
271,0.145,0.525
272,0.135,0.515
273,0.100,0.480
274,0.080,0.485
275,0.050,0.475
276,0.050,0.450
277,0.015,0.435
278,-0.015,0.390
279,-0.050,0.375
280,-0.100,0.345
281,-0.100,0.335
282,-0.120,0.305
283,-0.120,0.285
284,-0.145,0.265
285,-0.140,0.275
286,-0.145,0.235
287,-0.160,0.240
288,-0.155,0.225
289,-0.145,0.230
290,-0.145,0.220
291,-0.140,0.215
292,-0.135,0.225
293,-0.125,0.215
294,-0.120,0.195
295,-0.120,0.215
296,-0.120,0.230
297,-0.125,0.210
298,-0.130,0.205
299,-0.130,0.200
300,-0.145,0.170
301,-0.160,0.170
302,-0.160,0.190
303,-0.155,0.170
304,-0.155,0.155
305,-0.175,0.160
306,-0.180,0.145
307,-0.195,0.155
308,-0.180,0.140
309,-0.200,0.150
310,-0.200,0.145
311,-0.205,0.150
312,-0.205,0.145
313,-0.205,0.155
314,-0.205,0.125
315,-0.190,0.135
316,-0.200,0.130
317,-0.215,0.140
318,-0.160,0.145
319,-0.150,0.165
320,-0.130,0.230
321,-0.115,0.205
322,-0.120,0.215
323,-0.100,0.160
324,-0.125,0.110
325,-0.130,0.115
326,-0.145,0.085
327,-0.160,0.075
328,-0.120,0.105
329,-0.110,0.100
330,-0.165,0.130
331,-0.225,0.110
332,-0.260,0.080
333,-0.265,0.075
334,-0.260,0.070
335,-0.270,0.080
336,-0.285,0.070
337,-0.265,0.055
338,-0.295,0.055
339,-0.270,0.050
340,-0.290,0.065
341,-0.275,0.060
342,-0.265,0.060
343,-0.275,0.060
344,-0.280,0.035
345,-0.285,0.060
346,-0.280,0.060
347,-0.255,0.070
348,-0.160,0.090
349,-0.060,0.120
350,-0.200,0.050
351,-0.475,-0.205
352,-0.860,-0.590
353,-1.170,-1.040
354,-1.350,-1.440
355,-1.445,-1.880
356,-1.440,-1.960
357,-1.320,-1.595
358,-1.205,-1.370
359,-1.130,-1.235
360,-1.105,-1.105
361,-0.995,-0.980
362,-0.825,-0.775
363,-0.685,-0.560
364,-0.560,-0.375
365,-0.440,-0.200
366,-0.305,-0.065
367,-0.155,0.035
368,-0.035,0.165
369,0.005,0.290
370,0.040,0.400
371,0.070,0.410
372,0.080,0.440
373,0.095,0.460
374,0.100,0.470
375,0.115,0.485
376,0.125,0.505
377,0.130,0.500
378,0.150,0.505
379,0.155,0.490
380,0.160,0.540
381,0.180,0.520
382,0.195,0.515
383,0.195,0.525
384,0.210,0.545
385,0.210,0.560
386,0.200,0.560
387,0.195,0.565
388,0.205,0.565
389,0.210,0.555
390,0.185,0.570
391,0.195,0.575
392,0.160,0.565
393,0.180,0.560
394,0.150,0.555
395,0.140,0.540
396,0.110,0.515
397,0.080,0.505
398,0.065,0.495
399,0.035,0.470
400,0.005,0.455
401,0.015,0.455
402,-0.030,0.400
403,-0.040,0.390
404,-0.080,0.385
405,-0.100,0.350
406,-0.130,0.335
407,-0.150,0.305
408,-0.160,0.310
409,-0.155,0.290
410,-0.160,0.275
411,-0.160,0.245
412,-0.155,0.235
413,-0.160,0.235
414,-0.165,0.230
415,-0.160,0.230
416,-0.145,0.240
417,-0.145,0.235
418,-0.155,0.245
419,-0.125,0.230
420,-0.135,0.235
421,-0.150,0.230
422,-0.145,0.225
423,-0.145,0.225
424,-0.160,0.205
425,-0.170,0.200
426,-0.160,0.220
427,-0.170,0.195
428,-0.170,0.195
429,-0.180,0.175
430,-0.190,0.185
431,-0.185,0.180
432,-0.185,0.180
433,-0.190,0.180
434,-0.170,0.155
435,-0.190,0.150
436,-0.190,0.155
437,-0.210,0.155
438,-0.210,0.145
439,-0.205,0.155
440,-0.215,0.155
441,-0.190,0.135
442,-0.185,0.145
443,-0.140,0.165
444,-0.125,0.210
445,-0.110,0.215
446,-0.100,0.185
447,-0.085,0.190
448,-0.110,0.175
449,-0.130,0.150
450,-0.140,0.140
451,-0.155,0.115
452,-0.145,0.110
453,-0.120,0.150
454,-0.115,0.160
455,-0.165,0.135
456,-0.235,0.135
457,-0.255,0.115
458,-0.275,0.085
459,-0.280,0.085
460,-0.265,0.100
461,-0.270,0.090
462,-0.270,0.085
463,-0.265,0.075
464,-0.265,0.075
465,-0.260,0.090
466,-0.265,0.100
467,-0.275,0.075
468,-0.280,0.085
469,-0.265,0.070
470,-0.255,0.080
471,-0.240,0.090
472,-0.180,0.085
473,-0.040,0.105
474,-0.120,0.125
475,-0.340,-0.090
476,-0.740,-0.460
477,-1.070,-0.930
478,-1.265,-1.320
479,-1.395,-1.740
480,-1.415,-1.955
481,-1.330,-1.655
482,-1.225,-1.390
483,-1.155,-1.245
484,-1.085,-1.130
485,-1.020,-1.000
486,-0.855,-0.830
487,-0.725,-0.620
488,-0.590,-0.415
489,-0.450,-0.230
490,-0.305,-0.085
491,-0.130,0.010
492,-0.065,0.170
493,0.025,0.295
494,0.060,0.390
495,0.105,0.425
496,0.120,0.455
497,0.120,0.475
498,0.135,0.485
499,0.150,0.490
500,0.150,0.495
501,0.155,0.510
502,0.180,0.515
503,0.185,0.525
504,0.185,0.535
505,0.195,0.530
506,0.200,0.570
507,0.210,0.555
508,0.235,0.555
509,0.215,0.550
510,0.215,0.575
511,0.240,0.575
512,0.215,0.585
513,0.230,0.580
514,0.220,0.590
515,0.220,0.570
516,0.195,0.570
517,0.195,0.570
518,0.170,0.570
519,0.165,0.545
520,0.150,0.530
521,0.120,0.510
522,0.105,0.480
523,0.085,0.490
524,0.060,0.465
525,0.025,0.460
526,0.005,0.425
527,-0.005,0.400
528,-0.025,0.380
529,-0.055,0.380
530,-0.080,0.350
531,-0.110,0.335
532,-0.130,0.310
533,-0.120,0.290
534,-0.120,0.270
535,-0.125,0.285
536,-0.120,0.250
537,-0.120,0.260
538,-0.120,0.255
539,-0.105,0.260
540,-0.115,0.260
541,-0.110,0.245
542,-0.125,0.250
543,-0.115,0.245
544,-0.105,0.240
545,-0.125,0.235
546,-0.115,0.240
547,-0.110,0.235
548,-0.125,0.240
549,-0.140,0.230
550,-0.130,0.210
551,-0.130,0.210
552,-0.130,0.200
553,-0.140,0.210
554,-0.145,0.205
555,-0.140,0.180
556,-0.145,0.175
557,-0.155,0.175
558,-0.160,0.170
559,-0.155,0.165
560,-0.170,0.160
561,-0.160,0.150
562,-0.165,0.150
563,-0.155,0.145
564,-0.145,0.155
565,-0.160,0.165
566,-0.140,0.160
567,-0.100,0.195
568,-0.075,0.230
569,-0.070,0.230
570,-0.040,0.255
571,-0.050,0.230
572,-0.065,0.185
573,-0.080,0.170
574,-0.095,0.150
