'sample interval','ECG0','ECG1'
'0.0078125 sec','mV','mV'
0,-0.095,0.000
1,-0.095,0.000
2,-0.095,0.000
3,-0.075,0.000
4,-0.075,0.000
5,-0.070,0.000
6,-0.050,0.000
7,-0.045,0.000
8,-0.025,0.010
9,-0.015,0.010
10,0.000,0.025
11,0.000,0.025
12,0.020,0.025
13,0.040,0.035
14,0.105,0.050
15,0.095,0.070
16,0.085,0.085
17,0.095,0.100
18,0.105,0.115
19,0.115,0.125
20,0.115,0.130
21,0.115,0.125
22,0.180,0.110
23,0.240,0.105
24,0.205,0.105
25,0.145,0.090
26,0.105,0.085
27,0.065,0.075
28,0.010,0.055
29,0.070,0.030
30,0.095,0.045
31,0.035,0.055
32,-0.070,0.045
33,-0.095,0.025
34,-0.090,0.000
35,-0.080,0.000
36,-0.085,0.000
37,-0.090,0.000
38,-0.075,0.000
39,-0.070,0.020
40,-0.060,0.030
41,-0.065,0.025
42,-0.060,0.025
43,-0.060,0.030
44,-0.065,0.030
45,-0.080,0.000
46,-0.070,0.000
47,-0.065,0.010
48,-0.055,0.020
49,-0.080,0.005
50,-0.110,-0.015
51,-0.140,-0.035
52,-0.135,-0.035
53,-0.135,-0.025
54,-0.140,-0.035
55,-0.140,-0.040
56,-0.130,-0.040
57,-0.130,-0.030
58,-0.135,-0.030
59,-0.140,-0.035
60,-0.145,-0.040
61,-0.155,-0.040
62,-0.090,0.000
63,0.200,0.115
64,0.665,0.265
65,0.945,0.340
66,0.695,0.295
67,0.190,0.240
68,-0.060,0.260
69,-0.120,0.235
70,-0.165,0.155
71,-0.170,0.105
72,-0.155,0.085
73,-0.140,0.070
74,-0.115,0.040
75,-0.110,0.010
76,-0.095,0.000
77,-0.095,0.000
78,-0.095,0.000
79,-0.095,0.000
80,-0.090,-0.005
81,-0.080,0.000
82,-0.065,0.000
83,-0.055,0.005
84,-0.040,0.005
85,-0.035,0.005
86,-0.025,0.010
87,-0.015,0.010
88,0.000,0.015
89,0.010,0.025
90,0.025,0.030
91,0.060,0.040
92,0.065,0.055
93,0.080,0.065
94,0.090,0.080
95,0.135,0.100
96,0.120,0.125
97,0.100,0.125
98,0.095,0.120
99,0.085,0.100
100,0.070,0.085
101,0.055,0.075
102,0.030,0.060
103,0.005,0.050
104,0.015,0.035
105,0.080,0.025
106,0.090,0.035
107,0.000,0.030
108,-0.080,0.020
109,-0.085,0.015
110,-0.050,0.005
111,-0.030,0.000
112,-0.070,0.000
113,-0.095,-0.005
114,-0.085,0.000
115,-0.070,0.000
116,-0.085,0.000
117,-0.070,0.000
118,-0.070,0.015
119,-0.070,0.015
120,-0.055,0.025
121,-0.055,0.015
122,-0.085,0.000
123,-0.085,-0.005
124,-0.080,-0.005
125,-0.065,0.005
126,-0.075,0.010
127,-0.100,-0.010
128,-0.135,-0.035
129,-0.145,-0.050
130,-0.150,-0.055
131,-0.145,-0.055
132,-0.145,-0.050
133,-0.140,-0.060
134,-0.145,-0.055
135,-0.150,-0.045
136,-0.150,-0.050
137,-0.145,-0.055
138,-0.150,-0.065
139,-0.140,-0.040
140,0.030,0.030
141,0.470,0.190
142,0.880,0.320
143,0.875,0.305
