'sample interval','ECG0','ECG1'
'0.0078125 sec','mV','mV'
0,-0.045,-0.295
1,-0.020,-0.295
2,-0.020,-0.310
3,0.000,-0.290
4,0.000,-0.285
5,0.000,-0.255
6,-0.005,-0.245
7,0.000,-0.255
8,0.015,-0.260
9,0.010,-0.250
10,0.025,-0.265
11,0.000,-0.235
12,0.005,-0.200
13,-0.010,-0.195
14,0.000,-0.220
15,-0.005,-0.195
16,0.025,-0.200
17,0.015,-0.220
18,-0.010,-0.195
19,0.000,-0.180
20,0.005,-0.200
21,-0.010,-0.200
22,-0.015,-0.260
23,-0.025,-0.265
24,-0.020,-0.310
25,-0.030,-0.300
26,-0.075,-0.325
27,-0.100,-0.370
28,-0.105,-0.415
29,-0.130,-0.425
30,-0.120,-0.405
31,-0.150,-0.355
32,-0.150,-0.285
33,-0.190,-0.290
34,-0.170,-0.290
35,-0.180,-0.300
36,-0.170,-0.285
37,-0.150,-0.250
38,-0.140,-0.250
39,-0.110,-0.235
40,-0.120,-0.240
41,-0.080,-0.260
42,-0.065,-0.285
43,-0.050,-0.270
44,-0.040,-0.225
45,-0.040,-0.220
46,-0.065,-0.250
47,-0.065,-0.250
48,-0.045,-0.285
49,-0.060,-0.245
50,-0.090,-0.260
51,-0.090,-0.245
52,-0.065,-0.270
53,-0.070,-0.265
54,-0.085,-0.295
55,-0.085,-0.310
56,-0.050,-0.300
57,-0.060,-0.300
58,-0.070,-0.310
59,-0.065,-0.315
60,-0.090,-0.320
61,-0.080,-0.335
62,-0.070,-0.325
63,-0.080,-0.320
64,-0.060,-0.330
65,-0.050,-0.330
66,-0.070,-0.315
67,-0.085,-0.325
68,-0.090,-0.330
69,-0.090,-0.325
70,-0.090,-0.345
71,-0.080,-0.325
72,-0.080,-0.335
73,-0.085,-0.320
74,-0.075,-0.330
75,-0.085,-0.355
76,-0.070,-0.340
77,-0.085,-0.355
78,-0.080,-0.315
79,-0.075,-0.325
80,-0.105,-0.315
81,-0.075,-0.330
82,-0.105,-0.305
83,-0.080,-0.280
84,-0.105,-0.255
85,-0.060,-0.205
86,-0.075,-0.200
87,-0.060,-0.170
88,-0.075,-0.215
89,-0.075,-0.225
90,-0.080,-0.305
91,-0.100,-0.365
92,-0.070,-0.380
93,-0.025,-0.370
94,-0.050,-0.385
95,-0.065,-0.395
96,-0.120,-0.410
97,-0.120,-0.385
98,-0.115,-0.355
99,-0.125,-0.425
100,-0.090,-0.290
101,-0.075,0.340
102,-0.105,1.015
103,-0.415,0.820
104,-0.860,0.005
105,-1.235,-0.795
106,-1.075,-0.995
107,-0.130,-0.760
108,0.570,-0.470
109,0.310,-0.315
110,0.040,-0.265
111,-0.090,-0.235
112,-0.065,-0.220
113,-0.045,-0.205
114,-0.060,-0.220
115,-0.045,-0.230
116,-0.030,-0.190
117,-0.045,-0.160
118,-0.035,-0.155
119,-0.030,-0.150
120,-0.015,-0.145
121,0.000,-0.125
122,0.005,-0.130
123,-0.005,-0.125
124,-0.010,-0.095
125,-0.025,-0.085
126,-0.005,-0.080
127,0.000,-0.065
128,0.025,-0.075
129,-0.015,-0.070
130,0.000,-0.100
131,-0.010,-0.065
132,-0.035,-0.085
133,-0.075,-0.075
134,-0.070,-0.125
135,-0.060,-0.160
136,-0.085,-0.185
137,-0.135,-0.195
138,-0.140,-0.220
139,-0.190,-0.255
140,-0.235,-0.290
141,-0.270,-0.315
142,-0.290,-0.295
143,-0.305,-0.265
144,-0.355,-0.240
145,-0.370,-0.240
