'sample interval','ECG0','ECG1'
'0.0078125 sec','mV','mV'
0,-0.465,0.205
1,-0.435,0.335
2,-0.470,0.130
3,-0.420,0.085
4,-0.345,0.025
5,-0.345,-0.005
6,-0.355,0.020
7,-0.430,0.130
8,-0.380,0.190
9,-0.280,0.225
10,-0.345,0.080
11,-0.325,0.265
12,-0.210,0.030
13,-0.220,-0.010
14,-0.160,0.085
15,-0.165,0.000
16,-0.120,0.040
17,-0.175,0.085
18,-0.095,0.105
19,-0.010,0.015
20,-0.030,0.055
21,-0.095,0.100
22,-0.100,0.270
23,0.075,-0.095
24,0.025,-0.055
25,0.000,0.170
26,-0.020,0.140
27,-0.050,-0.035
28,-0.145,0.130
29,-0.165,0.200
30,-0.150,-0.090
31,-0.175,0.055
32,-0.275,0.045
33,-0.345,0.040
34,-0.360,0.115
35,-0.360,0.040
36,-0.355,0.095
37,-0.350,0.070
38,-0.330,0.105
39,-0.365,0.255
40,-0.335,0.330
41,-0.310,0.165
42,-0.375,-0.030
43,-0.485,0.145
44,-0.540,0.000
45,-0.495,0.200
46,-0.395,-0.200
47,-0.395,0.005
48,-0.350,0.085
49,-0.235,0.225
50,-0.165,0.015
51,-0.210,0.100
52,-0.165,-0.010
53,-0.160,0.035
54,-0.095,0.195
55,0.630,0.025
56,1.590,-0.240
57,1.110,-0.545
58,-0.620,-0.465
59,-0.895,-0.115
60,-0.385,0.025
61,-0.210,-0.140
62,-0.270,-0.070
63,-0.235,0.170
64,-0.205,0.110
65,-0.210,-0.050
66,-0.205,0.155
67,-0.170,0.250
68,-0.155,0.210
69,-0.155,-0.110
70,-0.205,0.090
71,-0.245,0.185
72,-0.155,-0.010
73,-0.070,-0.005
74,-0.170,0.075
75,-0.170,0.020
76,-0.155,0.115
77,-0.125,0.110
78,-0.160,0.160
79,-0.210,0.300
80,-0.100,0.185
81,-0.085,0.005
82,-0.065,0.000
83,-0.055,0.050
84,0.015,0.115
85,0.060,0.125
86,0.120,-0.060
87,0.150,-0.195
88,0.110,0.045
89,0.115,-0.025
90,0.175,-0.025
91,0.130,0.080
92,0.135,0.135
93,0.090,-0.005
94,0.090,0.130
95,-0.035,0.005
96,-0.085,0.160
97,-0.075,0.080
98,-0.160,0.045
99,-0.185,0.105
100,-0.110,0.215
101,-0.155,-0.015
102,-0.155,0.015
103,-0.195,0.055
104,-0.185,0.020
105,-0.210,0.025
106,-0.210,0.245
107,-0.175,0.060
108,-0.200,0.155
109,-0.170,0.185
110,-0.220,0.125
111,-0.165,0.160
112,-0.160,0.075
113,-0.155,0.145
114,-0.160,0.020
115,-0.160,0.080
116,-0.160,0.025
117,-0.115,0.000
118,-0.165,0.230
119,-0.270,0.140
120,-0.170,0.105
121,-0.225,-0.100
122,-0.255,0.155
123,-0.175,0.195
124,-0.225,-0.150
125,-0.265,0.055
126,-0.315,0.230
127,-0.225,0.055
128,-0.230,0.020
129,-0.255,0.015
130,-0.195,0.045
131,-0.265,0.065
132,-0.255,0.125
133,-0.260,0.105
134,-0.240,0.150
135,-0.220,0.000
136,-0.245,-0.030
137,-0.245,0.090
138,-0.300,0.135
139,-0.275,0.160
140,-0.200,0.075
141,-0.240,-0.065
142,-0.245,0.020
143,-0.255,0.150
144,-0.200,-0.080
145,-0.245,0.000
146,-0.255,0.070
147,-0.280,0.095
148,-0.240,0.095
149,-0.235,0.225
150,-0.245,-0.160
151,-0.245,-0.070
152,-0.275,0.255
153,-0.280,0.145
154,-0.235,-0.090
155,-0.255,0.000
156,-0.260,0.035
157,-0.250,0.085
158,-0.265,0.050
159,-0.200,0.075
160,-0.225,-0.045
161,-0.200,0.065
162,-0.240,0.030
163,-0.265,0.090
164,-0.255,0.150
165,-0.230,-0.045
166,-0.230,0.025
167,-0.280,0.185
168,-0.260,0.110
169,-0.250,0.115
170,-0.195,-0.005
171,-0.235,-0.080
172,-0.145,0.070
173,-0.080,0.070
174,0.020,0.195
175,0.030,0.220
176,-0.025,-0.055
177,-0.065,-0.050
178,-0.125,-0.035
179,-0.180,0.070
180,-0.290,0.095
181,-0.255,0.000
182,-0.300,0.030
183,-0.295,0.080
184,-0.260,0.075
185,-0.330,0.025
186,-0.325,0.340
187,-0.205,0.065
188,0.015,0.210
189,0.835,-0.185
190,1.715,-0.315
191,0.955,-0.615
192,-0.680,-0.710
193,-0.820,-0.460
194,-0.530,-0.130
195,-0.405,0.005
196,-0.390,0.120
197,-0.335,-0.080
198,-0.350,-0.025
199,-0.410,0.145
200,-0.440,0.090
201,-0.395,0.075
202,-0.395,0.065
203,-0.400,0.110
204,-0.405,0.070
205,-0.420,0.090
206,-0.430,0.255
207,-0.380,0.055
208,-0.395,0.090
209,-0.395,0.010
210,-0.390,0.065
211,-0.355,0.065
212,-0.395,0.060
213,-0.340,0.080
214,-0.320,0.160
215,-0.240,0.315
216,-0.240,0.050
217,-0.210,0.015
218,-0.190,-0.010
219,-0.160,0.155
220,-0.075,0.050
221,-0.115,-0.005
222,-0.095,-0.020
223,-0.140,0.075
224,-0.165,0.105
225,-0.085,0.220
226,-0.045,-0.095
227,-0.045,-0.095
228,0.005,-0.055
229,-0.005,0.030
230,0.000,0.140
231,-0.105,0.190
232,-0.035,0.000
233,-0.085,0.165
234,-0.170,0.060
235,-0.275,0.200
236,-0.260,0.010
237,-0.295,0.075
238,-0.300,0.150
239,-0.295,0.175
240,-0.285,0.175
241,-0.260,0.305
242,-0.230,0.215
243,-0.225,0.250
244,-0.190,0.090
245,-0.100,0.025
246,-0.130,0.160
247,-0.085,0.100
248,-0.050,0.075
249,-0.060,-0.010
250,-0.055,0.000
251,-0.100,0.050
252,-0.110,0.125
253,-0.145,0.110
254,-0.145,0.240
255,-0.155,0.245
256,-0.160,0.155
257,-0.135,-0.085
258,-0.220,0.050
259,-0.235,0.130
260,-0.310,0.185
261,-0.285,0.240
262,-0.300,0.080
263,-0.310,0.360
264,-0.240,0.125
265,-0.295,0.210
266,-0.270,0.025
267,-0.275,0.060
268,-0.295,0.155
269,-0.245,0.140
270,-0.255,-0.010
271,-0.250,0.090
272,-0.275,0.145
273,-0.190,0.010
274,-0.235,0.105
275,-0.295,0.195
276,-0.235,0.130
277,-0.125,0.150
278,0.000,0.220
279,0.055,0.205
280,-0.055,-0.045
281,-0.165,0.240
282,-0.100,0.055
283,-0.210,0.040
284,-0.270,0.110
285,-0.355,0.075
286,-0.295,0.115
287,-0.320,0.310
288,-0.355,0.385
289,-0.275,0.045
290,-0.280,-0.075
291,-0.330,0.155
292,-0.005,0.125
293,0.805,0.120
294,1.785,0.055
295,1.100,-0.515
296,-0.675,-0.360
297,-0.960,-0.310
298,-0.590,-0.265
299,-0.380,0.130
300,-0.335,-0.135
301,-0.335,0.095
302,-0.450,0.145
303,-0.505,0.040
304,-0.435,0.030
305,-0.420,0.050
306,-0.430,0.120
307,-0.420,0.120
308,-0.365,0.105
309,-0.400,0.165
310,-0.400,0.155
311,-0.385,0.075
312,-0.385,0.115
313,-0.335,0.080
314,-0.320,0.160
315,-0.360,0.330
316,-0.220,-0.025
