'sample interval','ECG0','ECG1'
'0.0078125 sec','mV','mV'
0,-0.255,-0.065
1,-0.235,-0.075
2,-0.230,-0.080
3,-0.225,-0.075
4,-0.240,-0.080
5,-0.235,-0.080
6,-0.235,-0.065
7,-0.225,-0.080
8,-0.235,-0.070
9,-0.235,-0.075
10,-0.235,-0.080
11,-0.235,-0.075
12,-0.220,-0.085
13,-0.225,-0.085
14,-0.220,-0.075
15,-0.220,-0.055
16,-0.225,-0.070
17,-0.200,-0.070
18,-0.230,-0.075
19,-0.220,-0.075
20,-0.215,-0.075
21,-0.210,-0.080
22,-0.200,-0.065
23,-0.220,-0.075
24,-0.215,-0.070
25,-0.205,-0.070
26,-0.185,-0.075
27,-0.175,-0.070
28,-0.195,-0.055
29,-0.200,-0.050
30,-0.180,-0.045
31,-0.190,-0.060
32,-0.210,-0.060
33,-0.210,-0.080
34,-0.215,-0.090
35,-0.205,-0.090
36,-0.195,-0.085
37,-0.200,-0.085
38,-0.200,-0.085
39,-0.200,-0.075
40,-0.205,-0.080
41,-0.210,-0.065
42,-0.225,-0.065
43,-0.230,-0.080
44,-0.250,-0.050
45,-0.235,-0.070
46,-0.220,-0.065
47,-0.225,-0.065
48,-0.235,-0.060
49,-0.225,-0.055
50,-0.240,-0.065
51,-0.135,-0.040
52,0.185,-0.045
53,0.520,-0.080
54,0.665,-0.140
55,0.375,-0.255
56,-0.235,-0.350
57,-0.575,-0.375
58,-0.530,-0.260
59,-0.370,-0.130
60,-0.275,-0.040
61,-0.270,-0.015
62,-0.275,0.000
63,-0.270,-0.040
64,-0.285,-0.030
65,-0.270,-0.035
66,-0.280,-0.040
67,-0.285,-0.045
68,-0.280,-0.035
69,-0.285,-0.055
70,-0.270,-0.045
71,-0.280,-0.055
72,-0.285,-0.060
73,-0.300,-0.035
74,-0.280,-0.050
75,-0.290,-0.050
76,-0.275,-0.060
77,-0.285,-0.045
78,-0.275,-0.050
79,-0.280,-0.040
80,-0.270,-0.050
81,-0.265,-0.040
82,-0.280,-0.030
83,-0.275,-0.035
84,-0.260,-0.030
85,-0.245,-0.030
86,-0.270,0.000
87,-0.260,-0.025
88,-0.255,-0.040
89,-0.255,-0.040
90,-0.235,-0.050
91,-0.230,-0.035
92,-0.225,-0.035
93,-0.225,-0.040
94,-0.185,-0.050
95,-0.180,-0.045
96,-0.175,-0.045
97,-0.170,-0.025
98,-0.170,-0.045
99,-0.155,-0.035
100,-0.160,-0.045
101,-0.190,-0.055
102,-0.190,-0.045
103,-0.190,-0.035
104,-0.190,-0.060
105,-0.215,-0.055
106,-0.210,-0.040
107,-0.215,-0.060
108,-0.220,-0.040
109,-0.210,-0.045
110,-0.205,-0.045
111,-0.215,-0.030
112,-0.210,-0.050
113,-0.200,-0.050
114,-0.190,-0.050
115,-0.185,-0.040
116,-0.195,-0.040
117,-0.190,-0.050
118,-0.175,-0.045
119,-0.180,-0.045
120,-0.165,-0.040
121,-0.185,-0.040
122,-0.185,-0.040
123,-0.175,-0.040
124,-0.175,-0.035
125,-0.190,-0.040
126,-0.200,-0.030
127,-0.195,-0.035
128,-0.180,-0.050
129,-0.190,-0.035
130,-0.205,-0.040
131,-0.185,-0.040
132,-0.220,-0.045
133,-0.200,-0.040
134,-0.195,-0.050
135,-0.200,-0.050
136,-0.210,-0.040
137,-0.195,-0.035
138,-0.190,-0.040
139,-0.185,-0.050
140,-0.195,-0.035
141,-0.200,-0.050
142,-0.200,-0.050
143,-0.215,-0.050
144,-0.210,-0.045
145,-0.210,-0.040
146,-0.190,-0.045
147,-0.185,-0.040
148,-0.200,-0.030
149,-0.190,-0.045
150,-0.205,-0.050
151,-0.195,-0.055
152,-0.210,-0.040
153,-0.215,-0.025
154,-0.190,-0.045
155,-0.215,-0.050
156,-0.215,-0.050
157,-0.215,-0.045
158,-0.210,-0.045
159,-0.200,-0.050
160,-0.220,-0.035
161,-0.225,-0.045
162,-0.205,-0.045
163,-0.200,-0.060
164,-0.210,-0.060
165,-0.215,-0.055
166,-0.220,-0.065
167,-0.210,-0.080
168,-0.180,-0.075
169,-0.170,-0.055
170,-0.185,-0.040
171,-0.180,-0.035
172,-0.170,-0.040
173,-0.195,-0.055
174,-0.210,-0.065
175,-0.210,-0.070
176,-0.205,-0.085
177,-0.205,-0.090
178,-0.190,-0.075
179,-0.195,-0.080
180,-0.180,-0.075
181,-0.195,-0.075
182,-0.200,-0.065
183,-0.225,-0.060
184,-0.230,-0.050
185,-0.215,-0.065
186,-0.220,-0.055
187,-0.220,-0.045
188,-0.205,-0.080
189,-0.225,-0.065
190,-0.225,-0.060
191,-0.245,-0.045
192,-0.095,-0.045
193,0.285,-0.055
194,0.555,-0.075
195,0.630,-0.150
196,0.220,-0.280
197,-0.375,-0.365
198,-0.600,-0.340
199,-0.485,-0.220
200,-0.345,-0.085
201,-0.275,0.000
202,-0.280,0.000
203,-0.285,0.000
204,-0.290,0.000
205,-0.280,-0.010
206,-0.250,-0.010
207,-0.275,-0.030
208,-0.280,-0.015
209,-0.290,0.000
210,-0.275,-0.025
211,-0.280,-0.030
212,-0.270,-0.030
213,-0.290,-0.035
214,-0.280,-0.030
215,-0.285,-0.040
216,-0.275,-0.030
217,-0.255,-0.025
218,-0.280,-0.025
219,-0.275,-0.025
220,-0.255,-0.015
221,-0.240,-0.020
222,-0.260,-0.015
223,-0.260,-0.005
224,-0.260,-0.005
225,-0.250,-0.010
226,-0.240,0.000
227,-0.230,0.000
228,-0.245,-0.020
229,-0.240,-0.010
230,-0.245,-0.005
231,-0.220,-0.010
232,-0.200,-0.005
233,-0.190,0.000
234,-0.175,-0.035
235,-0.165,-0.020
236,-0.155,-0.035
237,-0.140,-0.010
238,-0.150,-0.010
239,-0.155,-0.025
240,-0.165,-0.030
241,-0.155,-0.045
242,-0.170,-0.025
243,-0.175,-0.020
244,-0.185,-0.035
245,-0.195,-0.035
246,-0.210,-0.045
247,-0.205,-0.050
248,-0.205,-0.035
249,-0.195,-0.040
250,-0.195,-0.030
251,-0.185,-0.035
252,-0.180,-0.035
253,-0.190,-0.035
254,-0.165,-0.035
255,-0.175,-0.020
256,-0.165,-0.025
257,-0.155,-0.030
258,-0.150,-0.035
259,-0.135,-0.030
260,-0.145,-0.035
261,-0.145,-0.030
262,-0.150,-0.035
263,-0.140,-0.035
264,-0.135,-0.035
265,-0.145,-0.045
266,-0.135,-0.035
267,-0.135,-0.035
268,-0.135,-0.040
269,-0.140,-0.050
270,-0.130,-0.055
271,-0.145,-0.050
272,-0.150,-0.050
273,-0.140,-0.060
274,-0.145,-0.050
275,-0.140,-0.065
276,-0.130,-0.060
277,-0.135,-0.060
278,-0.140,-0.045
279,-0.120,-0.055
280,-0.125,-0.065
281,-0.135,-0.060
282,-0.130,-0.055
283,-0.125,-0.065
284,-0.135,-0.045
285,-0.145,-0.055
286,-0.160,-0.065
287,-0.145,-0.060
288,-0.140,-0.060
289,-0.120,-0.070
290,-0.135,-0.040
291,-0.145,-0.045
292,-0.135,-0.070
293,-0.125,-0.065
294,-0.110,-0.040
295,-0.135,-0.070
296,-0.130,-0.055
297,-0.130,-0.055
298,-0.120,-0.045
