'sample interval','ECG0','ECG1'
'0.0078125 sec','mV','mV'
0,-0.055,-0.595
1,-0.075,-0.650
2,-0.075,-0.675
3,-0.050,-0.650
4,-0.030,-0.660
5,-0.020,-0.670
6,-0.030,-0.635
7,-0.005,-0.625
8,-0.025,-0.610
9,-0.020,-0.600
10,-0.010,-0.605
11,0.000,-0.605
12,0.010,-0.560
13,0.025,-0.590
14,0.020,-0.585
15,0.015,-0.560
16,0.030,-0.530
17,0.065,-0.535
18,0.065,-0.540
19,0.075,-0.480
20,0.100,-0.465
21,0.105,-0.465
22,0.130,-0.425
23,0.150,-0.400
24,0.175,-0.400
25,0.185,-0.395
26,0.210,-0.365
27,0.205,-0.335
28,0.215,-0.330
29,0.225,-0.315
30,0.200,-0.285
31,0.185,-0.295
32,0.150,-0.265
33,0.105,-0.295
34,0.075,-0.310
35,0.045,-0.315
36,0.005,-0.350
37,-0.020,-0.375
38,-0.010,-0.420
39,-0.015,-0.455
40,-0.045,-0.470
41,-0.010,-0.500
42,0.005,-0.525
43,-0.030,-0.470
44,-0.085,-0.445
45,-0.050,-0.475
46,-0.070,-0.475
47,-0.050,-0.475
48,-0.050,-0.480
49,-0.065,-0.455
50,-0.075,-0.495
51,-0.050,-0.505
52,-0.035,-0.480
53,-0.055,-0.455
54,-0.040,-0.470
55,-0.045,-0.485
56,-0.045,-0.480
57,-0.050,-0.475
58,-0.040,-0.480
59,-0.060,-0.490
60,-0.050,-0.485
61,-0.075,-0.480
62,-0.050,-0.500
63,-0.060,-0.510
64,-0.075,-0.495
65,-0.065,-0.480
66,-0.070,-0.495
67,-0.055,-0.510
68,-0.060,-0.505
69,-0.090,-0.495
70,-0.085,-0.515
71,-0.060,-0.510
72,-0.075,-0.485
73,-0.105,-0.470
74,-0.075,-0.480
75,-0.065,-0.445
76,-0.045,-0.445
77,-0.030,-0.415
78,-0.015,-0.350
79,-0.030,-0.365
80,-0.065,-0.390
81,-0.085,-0.465
82,-0.115,-0.465
83,-0.135,-0.425
84,-0.090,-0.445
85,-0.095,-0.470
86,-0.085,-0.530
87,-0.085,-0.565
88,-0.115,-0.570
89,-0.115,-0.565
90,-0.120,-0.545
91,-0.095,-0.560
92,-0.105,-0.570
93,-0.100,-0.565
94,-0.090,-0.675
95,-0.100,-0.685
96,-0.065,-0.180
97,0.035,0.885
98,0.175,1.985
99,0.170,2.170
100,0.040,0.915
101,-0.230,-0.095
102,-0.415,-0.375
103,-0.330,-0.435
104,-0.155,-0.525
105,-0.090,-0.590
106,-0.075,-0.605
107,-0.065,-0.615
108,-0.060,-0.665
109,-0.065,-0.630
110,-0.050,-0.635
111,-0.075,-0.670
112,-0.050,-0.650
113,-0.030,-0.620
114,-0.045,-0.615
115,-0.035,-0.620
116,-0.025,-0.605
117,-0.035,-0.575
118,-0.045,-0.595
119,-0.015,-0.600
120,-0.025,-0.605
121,-0.015,-0.580
122,0.000,-0.545
123,0.010,-0.515
124,0.015,-0.520
125,0.020,-0.500
126,0.040,-0.510
127,0.045,-0.470
128,0.085,-0.455
129,0.120,-0.460
130,0.140,-0.435
131,0.155,-0.400
132,0.170,-0.390
133,0.200,-0.360
134,0.185,-0.360
135,0.200,-0.340
136,0.180,-0.320
