'sample interval','ECG0','ECG1'
'0.0078125 sec','mV','mV'
0,0.000,-0.240
1,0.005,-0.210
2,0.005,-0.220
3,0.000,-0.220
4,0.005,-0.215
5,0.000,-0.210
6,0.015,-0.245
7,0.010,-0.370
8,0.010,-0.430
9,0.030,0.070
10,0.150,1.045
11,0.320,2.195
12,0.415,2.585
13,0.380,1.455
14,0.135,0.565
15,-0.115,0.155
16,-0.075,-0.025
17,0.000,-0.150
18,0.020,-0.210
19,0.000,-0.265
20,-0.005,-0.285
21,0.010,-0.295
22,0.025,-0.325
23,0.000,-0.325
24,0.010,-0.340
25,0.000,-0.325
26,0.010,-0.350
27,0.025,-0.345
28,0.015,-0.335
29,0.035,-0.340
30,0.010,-0.335
31,0.030,-0.340
32,0.030,-0.355
33,0.035,-0.330
34,0.060,-0.320
35,0.045,-0.335
36,0.055,-0.300
37,0.055,-0.320
38,0.045,-0.300
39,0.080,-0.310
40,0.090,-0.290
41,0.090,-0.280
42,0.130,-0.270
43,0.130,-0.250
44,0.170,-0.250
45,0.155,-0.220
46,0.175,-0.225
47,0.175,-0.220
48,0.180,-0.195
49,0.195,-0.170
50,0.190,-0.180
51,0.190,-0.185
52,0.180,-0.155
53,0.165,-0.120
54,0.155,-0.115
55,0.125,-0.095
56,0.110,-0.100
57,0.095,-0.095
58,0.065,-0.075
59,0.055,-0.085
60,0.020,-0.135
61,0.010,-0.155
62,0.020,-0.155
63,0.010,-0.170
64,0.015,-0.195
65,0.015,-0.180
66,0.025,-0.200
67,0.005,-0.210
68,0.025,-0.200
69,0.025,-0.210
70,0.015,-0.215
71,0.030,-0.200
72,0.005,-0.185
73,0.025,-0.200
74,0.020,-0.200
75,0.020,-0.185
76,0.015,-0.190
77,0.020,-0.180
78,0.025,-0.175
79,0.035,-0.185
80,0.030,-0.185
81,0.030,-0.175
82,0.015,-0.185
83,0.015,-0.195
84,0.030,-0.185
85,0.025,-0.175
86,0.020,-0.195
87,0.020,-0.180
88,0.035,-0.205
89,0.020,-0.215
90,0.010,-0.205
91,0.020,-0.205
92,0.005,-0.205
93,0.015,-0.210
94,0.000,-0.215
95,0.010,-0.220
96,0.015,-0.205
97,0.015,-0.200
98,0.000,-0.205
99,0.005,-0.200
100,-0.010,-0.205
101,0.010,-0.195
102,0.015,-0.210
103,0.010,-0.205
104,0.000,-0.195
105,0.010,-0.190
106,0.010,-0.195
107,0.005,-0.190
108,0.015,-0.205
109,0.005,-0.185
110,0.010,-0.190
111,0.005,-0.195
112,0.005,-0.180
113,0.010,-0.195
114,0.000,-0.200
115,0.020,-0.210
116,0.005,-0.185
117,0.025,-0.170
118,0.045,-0.150
119,0.055,-0.135
120,0.070,-0.100
121,0.080,-0.075
122,0.070,-0.055
123,0.060,-0.080
124,0.040,-0.115
125,0.000,-0.135
126,0.015,-0.125
127,0.015,-0.140
128,0.000,-0.140
129,0.025,-0.195
130,0.040,-0.220
131,0.005,-0.230
132,0.010,-0.250
133,0.005,-0.245
134,0.000,-0.235
135,0.010,-0.235
136,0.000,-0.240
137,-0.010,-0.225
138,0.000,-0.325
139,0.010,-0.485
140,0.010,-0.260
141,0.090,0.530
142,0.275,1.690
143,0.420,2.695
144,0.465,2.210
145,0.315,0.990
146,0.000,0.325
147,-0.130,0.055
148,-0.030,-0.085
149,0.025,-0.190
150,0.000,-0.260
151,0.010,-0.280
152,0.000,-0.300
153,0.005,-0.320
154,0.010,-0.315
155,0.020,-0.335
156,0.020,-0.325
157,0.020,-0.340
158,0.015,-0.340
159,0.000,-0.345
160,0.020,-0.330
161,0.025,-0.335
162,0.060,-0.340
163,0.045,-0.320
164,0.030,-0.315
165,0.050,-0.320
166,0.070,-0.335
167,0.070,-0.320
168,0.085,-0.285
169,0.075,-0.295
170,0.110,-0.295
171,0.090,-0.280
172,0.100,-0.275
173,0.135,-0.255
174,0.140,-0.255
175,0.160,-0.245
176,0.155,-0.245
177,0.195,-0.195
178,0.200,-0.195
179,0.200,-0.200
180,0.225,-0.180
181,0.210,-0.165
182,0.210,-0.135
183,0.215,-0.120
184,0.205,-0.100
185,0.180,-0.095
186,0.195,-0.075
187,0.145,-0.065
188,0.125,-0.060
189,0.115,-0.070
190,0.085,-0.055
191,0.060,-0.085
192,0.060,-0.105
193,0.055,-0.135
194,0.045,-0.130
195,0.035,-0.150
196,0.040,-0.160
197,0.035,-0.155
198,0.025,-0.175
199,0.055,-0.175
200,0.045,-0.195
201,0.035,-0.180
202,0.045,-0.175
203,0.040,-0.180
204,0.060,-0.190
205,0.055,-0.185
206,0.050,-0.185
207,0.050,-0.170
208,0.060,-0.160
209,0.055,-0.160
210,0.070,-0.150
211,0.065,-0.160
212,0.055,-0.145
213,0.055,-0.155
214,0.050,-0.140
215,0.050,-0.165
216,0.055,-0.155
217,0.050,-0.165
218,0.030,-0.170
219,0.045,-0.155
220,0.030,-0.160
221,0.040,-0.160
222,0.040,-0.175
223,0.025,-0.165
224,0.015,-0.165
225,0.015,-0.170
226,0.030,-0.175
227,0.015,-0.175
228,0.035,-0.160
229,0.010,-0.160
230,0.020,-0.180
231,0.025,-0.180
232,0.030,-0.175
233,0.040,-0.180
234,0.025,-0.180
235,0.040,-0.170
236,0.025,-0.170
237,0.035,-0.170
238,0.025,-0.165
239,0.030,-0.170
240,0.015,-0.170
241,0.015,-0.165
242,0.020,-0.165
243,0.030,-0.170
244,0.020,-0.165
245,0.010,-0.150
246,0.020,-0.160
247,0.015,-0.160
248,0.010,-0.170
249,0.015,-0.165
250,0.015,-0.160
251,0.030,-0.125
252,0.045,-0.110
253,0.080,-0.110
254,0.085,-0.100
255,0.085,-0.050
256,0.070,-0.035
257,0.060,-0.050
258,0.030,-0.105
259,0.010,-0.110
260,0.000,-0.105
261,0.000,-0.125
262,0.005,-0.135
263,0.010,-0.180
264,0.005,-0.220
265,-0.010,-0.220
266,0.000,-0.210
267,-0.010,-0.210
