'sample interval','ECG0','ECG1'
'0.0078125 sec','mV','mV'
0,0.400,-0.235
1,0.340,-0.235
2,0.285,-0.180
3,0.250,-0.245
4,0.225,-0.355
5,0.180,-0.410
6,0.215,-0.365
7,0.200,-0.300
8,0.215,-0.260
9,0.200,-0.320
10,0.190,-0.320
11,0.195,-0.385
12,0.225,-0.430
13,0.220,-0.360
14,0.240,-0.340
15,0.230,-0.360
16,0.235,-0.460
17,0.205,-0.380
18,0.230,-0.380
19,0.230,-0.425
20,0.225,-0.435
21,0.225,-0.425
22,0.195,-0.425
23,0.200,-0.355
24,0.185,-0.405
25,0.185,-0.390
26,0.195,-0.440
27,0.180,-0.380
28,0.195,-0.300
29,0.185,-0.350
30,0.170,-0.400
31,0.150,-0.375
32,0.160,-0.345
33,0.155,-0.320
34,0.150,-0.290
35,0.135,-0.220
36,0.185,-0.205
37,0.220,-0.260
38,0.280,-0.130
39,0.330,-0.095
40,0.370,-0.110
41,0.270,-0.165
42,0.190,-0.140
43,0.130,-0.390
44,0.085,-0.300
45,0.060,-0.335
46,0.085,-0.390
47,0.090,-0.440
48,0.090,-0.360
49,0.080,-0.280
50,0.070,-0.395
51,0.055,-0.325
52,0.085,-0.390
53,0.075,-0.415
54,0.075,-0.305
55,0.070,-0.320
56,0.060,-0.375
57,0.075,-0.175
58,0.140,0.255
59,0.140,0.720
60,-0.515,0.890
61,-1.850,1.235
62,-2.750,1.340
63,-2.630,1.185
64,-2.225,1.000
65,-1.890,0.680
66,-1.470,0.430
67,-1.250,0.215
68,-1.030,-0.245
69,-0.890,-0.805
70,-0.690,-0.915
71,-0.450,-0.715
72,-0.155,-0.560
73,0.175,-0.460
74,0.420,-0.415
75,0.515,-0.395
76,0.565,-0.345
77,0.580,-0.440
78,0.610,-0.455
79,0.655,-0.330
80,0.675,-0.315
81,0.665,-0.280
82,0.705,-0.335
83,0.750,-0.380
84,0.775,-0.305
85,0.825,-0.285
86,0.890,-0.270
87,0.905,-0.195
88,0.945,-0.205
89,0.975,-0.240
90,0.995,-0.130
91,1.000,-0.225
92,0.995,-0.210
93,0.945,-0.070
94,0.875,-0.050
95,0.795,-0.050
96,0.715,0.010
97,0.625,-0.025
98,0.490,-0.070
99,0.385,-0.010
100,0.315,-0.055
101,0.240,-0.170
102,0.185,-0.135
103,0.185,-0.135
104,0.160,-0.200
105,0.130,-0.220
106,0.120,-0.170
107,0.125,-0.165
108,0.110,-0.145
109,0.120,-0.305
110,0.105,-0.285
111,0.125,-0.260
112,0.115,-0.225
113,0.130,-0.265
114,0.110,-0.240
115,0.110,-0.250
116,0.130,-0.345
117,0.105,-0.365
118,0.135,-0.330
119,0.135,-0.280
120,0.130,-0.275
121,0.105,-0.280
122,0.105,-0.270
123,0.090,-0.305
124,0.065,-0.385
125,0.060,-0.245
126,0.070,-0.205
127,0.060,-0.300
128,0.045,-0.205
129,0.045,-0.190
130,0.035,-0.165
131,0.050,-0.295
132,0.055,-0.215
133,0.055,-0.150
134,0.050,-0.170
135,0.060,-0.125
136,0.100,0.000
137,0.155,-0.030
138,0.205,-0.035
139,0.255,0.000
140,0.230,-0.020
141,0.155,-0.010
142,0.075,-0.145
143,0.035,-0.260
144,-0.010,-0.235
145,0.000,-0.225
146,0.005,-0.285
147,-0.005,-0.285
148,-0.015,-0.355
149,-0.025,-0.285
150,-0.020,-0.315
151,-0.035,-0.320
152,0.000,-0.250
153,0.000,-0.240
154,0.005,-0.285
155,0.000,-0.250
156,-0.005,-0.175
157,0.010,-0.025
158,0.090,0.350
159,0.015,0.885
160,-0.720,1.155
161,-1.960,1.520
162,-2.750,1.505
163,-2.625,1.395
164,-2.220,1.150
165,-1.880,0.875
166,-1.510,0.720
167,-1.240,0.490
168,-1.040,-0.105
169,-0.895,-0.655
170,-0.685,-0.760
171,-0.435,-0.675
172,-0.115,-0.505
173,0.215,-0.385
174,0.415,-0.420
175,0.490,-0.450
176,0.560,-0.400
177,0.615,-0.335
178,0.625,-0.395
179,0.635,-0.320
180,0.685,-0.275
181,0.695,-0.420
182,0.730,-0.400
183,0.780,-0.330
184,0.800,-0.325
185,0.845,-0.355
186,0.870,-0.325
187,0.910,-0.340
188,0.945,-0.305
189,0.985,-0.360
190,0.995,-0.295
191,1.045,-0.235
192,1.045,-0.255
193,0.990,-0.270
194,0.950,-0.165
195,0.885,-0.080
196,0.830,-0.055
197,0.705,0.050
198,0.620,-0.005
199,0.525,-0.120
200,0.445,-0.055
201,0.375,-0.120
202,0.300,-0.145
203,0.270,-0.180
204,0.235,-0.175
205,0.200,-0.150
206,0.190,-0.140
207,0.175,-0.110
208,0.165,-0.170
209,0.185,-0.195
210,0.170,-0.160
211,0.180,-0.165
212,0.175,-0.140
213,0.175,-0.175
214,0.180,-0.230
215,0.155,-0.260
216,0.175,-0.175
217,0.170,0.025
218,0.180,-0.085
