'sample interval','ECG0','ECG1'
'0.0078125 sec','mV','mV'
0,0.005,-0.215
1,0.025,-0.190
2,0.040,-0.165
3,0.050,-0.110
4,0.035,-0.090
5,0.040,-0.075
6,0.030,-0.060
7,0.000,-0.085
8,-0.025,-0.115
9,-0.040,-0.190
10,-0.015,-0.210
11,-0.035,-0.220
12,-0.025,-0.240
13,-0.015,-0.265
14,-0.015,-0.265
15,-0.025,-0.250
16,-0.025,-0.265
17,-0.030,-0.280
18,-0.020,-0.275
19,-0.010,-0.275
20,-0.020,-0.270
21,-0.015,-0.265
22,0.000,-0.275
23,-0.005,-0.290
24,-0.010,-0.360
25,0.080,-0.425
26,0.270,-0.210
27,0.375,0.450
28,0.150,0.700
29,-0.180,0.265
30,-0.225,-0.430
31,-0.110,-0.760
32,-0.035,-0.585
33,-0.035,-0.315
34,-0.020,-0.280
35,-0.035,-0.270
36,-0.030,-0.275
37,-0.030,-0.280
38,-0.015,-0.265
39,-0.010,-0.245
40,-0.005,-0.265
41,-0.010,-0.280
42,0.000,-0.265
43,0.000,-0.240
44,-0.005,-0.255
45,0.000,-0.240
46,0.005,-0.230
47,0.000,-0.235
48,0.005,-0.220
49,0.000,-0.210
50,-0.005,-0.200
51,0.010,-0.175
52,0.010,-0.150
53,0.005,-0.150
54,0.010,-0.155
55,0.005,-0.145
56,0.010,-0.100
57,0.000,-0.105
58,0.010,-0.085
59,0.010,-0.075
60,0.010,-0.055
61,0.030,-0.050
62,0.020,-0.040
63,0.040,-0.055
64,0.045,-0.050
65,0.050,-0.080
66,0.050,-0.075
67,0.050,-0.105
68,0.035,-0.110
69,0.030,-0.170
70,0.030,-0.180
71,0.040,-0.185
72,0.030,-0.190
73,0.025,-0.190
74,0.040,-0.175
75,0.035,-0.175
76,0.030,-0.200
77,0.030,-0.170
78,0.020,-0.205
79,0.015,-0.175
80,0.035,-0.175
81,0.035,-0.170
82,0.025,-0.160
83,0.020,-0.165
84,0.035,-0.160
85,0.035,-0.175
86,0.025,-0.160
87,0.030,-0.165
88,0.020,-0.185
89,0.025,-0.170
90,0.025,-0.170
91,0.015,-0.195
92,0.005,-0.170
93,0.010,-0.195
94,0.000,-0.185
95,0.010,-0.210
96,0.025,-0.190
97,0.035,-0.145
98,0.055,-0.100
99,0.065,-0.085
100,0.040,-0.070
101,0.020,-0.055
102,0.000,-0.090
103,-0.030,-0.135
104,-0.040,-0.215
105,-0.015,-0.200
106,-0.005,-0.255
107,0.000,-0.270
108,0.000,-0.260
109,0.000,-0.270
110,0.000,-0.290
111,0.000,-0.295
112,-0.005,-0.290
113,-0.015,-0.300
114,-0.020,-0.290
115,-0.020,-0.290
116,0.000,-0.295
117,0.000,-0.280
118,-0.015,-0.310
119,0.000,-0.420
120,0.120,-0.425
121,0.330,-0.090
122,0.300,0.550
123,-0.010,0.440
124,-0.260,0.015
125,-0.155,-0.670
126,-0.070,-0.700
127,-0.035,-0.435
128,-0.040,-0.310
129,-0.035,-0.290
130,-0.035,-0.300
131,-0.030,-0.295
132,-0.020,-0.295
133,-0.020,-0.290
134,-0.025,-0.300
135,-0.025,-0.270
136,-0.015,-0.285
137,-0.015,-0.280
138,-0.010,-0.265
139,-0.025,-0.280
140,-0.025,-0.280
141,-0.020,-0.270
142,0.000,-0.260
143,0.000,-0.245
144,-0.005,-0.240
145,-0.010,-0.215
146,-0.005,-0.220
147,-0.005,-0.205
148,0.000,-0.190
149,0.005,-0.155
150,0.000,-0.140
151,0.000,-0.170
152,0.015,-0.160
153,0.000,-0.130
154,0.015,-0.105
155,0.020,-0.090
156,0.020,-0.080
157,0.045,-0.075
158,0.055,-0.075
159,0.040,-0.075
160,0.050,-0.080
161,0.050,-0.095
162,0.035,-0.160
163,0.040,-0.170
164,0.030,-0.170
165,0.040,-0.185
166,0.045,-0.195
167,0.015,-0.175
168,0.025,-0.220
169,0.045,-0.200
170,0.045,-0.195
171,0.045,-0.195
172,0.055,-0.175
173,0.055,-0.180
174,0.035,-0.170
175,0.055,-0.155
176,0.060,-0.160
177,0.055,-0.140
178,0.070,-0.170
179,0.045,-0.145
180,0.045,-0.155
181,0.060,-0.150
182,0.060,-0.145
183,0.045,-0.175
184,0.040,-0.160
185,0.035,-0.155
186,0.055,-0.180
187,0.040,-0.170
188,0.030,-0.180
189,0.035,-0.195
190,0.045,-0.180
191,0.045,-0.165
192,0.065,-0.150
193,0.075,-0.135
194,0.090,-0.055
195,0.075,-0.025
196,0.085,-0.025
197,0.050,-0.030
198,0.025,-0.085
199,0.005,-0.135
200,0.025,-0.175
201,0.030,-0.180
202,0.040,-0.205
203,0.040,-0.225
204,0.025,-0.235
205,0.030,-0.230
206,0.025,-0.230
207,0.035,-0.240
208,0.030,-0.235
209,0.015,-0.225
210,0.025,-0.220
211,0.040,-0.230
212,0.035,-0.225
213,0.030,-0.230
214,0.030,-0.315
215,0.105,-0.380
216,0.285,-0.160
217,0.410,0.495
218,0.220,0.715
219,-0.070,0.270
220,-0.180,-0.045
221,-0.085,-0.580
222,-0.010,-0.590
223,0.010,-0.290
224,0.000,-0.245
225,0.020,-0.230
226,0.020,-0.225
227,-0.010,-0.225
228,0.010,-0.255
229,0.000,-0.255
230,0.000,-0.220
231,0.005,-0.255
232,0.000,-0.230
233,0.000,-0.250
234,0.000,-0.230
235,-0.005,-0.225
236,0.000,-0.210
237,0.000,-0.195
238,0.000,-0.200
239,0.000,-0.185
240,0.015,-0.195
241,0.000,-0.175
242,0.000,-0.180
243,-0.010,-0.150
244,0.000,-0.150
245,0.000,-0.110
246,0.015,-0.085
247,0.005,-0.090
248,0.000,-0.115
249,0.005,-0.110
250,0.000,-0.050
251,0.015,-0.080
252,0.020,-0.060
253,0.035,-0.050
254,0.055,-0.030
255,0.055,-0.040
256,0.065,-0.055
257,0.070,-0.080
258,0.065,-0.135
259,0.045,-0.130
260,0.025,-0.170
261,0.040,-0.180
262,0.030,-0.175
263,0.035,-0.170
264,0.055,-0.170
265,0.045,-0.185
266,0.055,-0.185
267,0.040,-0.170
268,0.055,-0.170
269,0.060,-0.170
270,0.055,-0.140
271,0.055,-0.140
272,0.055,-0.135
273,0.045,-0.125
274,0.045,-0.125
275,0.050,-0.120
276,0.050,-0.125
277,0.035,-0.160
278,0.045,-0.130
279,0.040,-0.140
280,0.045,-0.160
281,0.030,-0.170
282,0.040,-0.160
283,0.045,-0.175
284,0.030,-0.170
285,0.035,-0.175
286,0.045,-0.175
287,0.065,-0.150
288,0.070,-0.100
289,0.075,-0.065
290,0.075,-0.040
291,0.070,-0.020
292,0.055,-0.025
293,0.025,-0.070
294,0.005,-0.140
295,0.020,-0.155
296,0.025,-0.160
297,0.025,-0.185
298,0.025,-0.205
299,0.030,-0.220
300,0.025,-0.220
301,0.020,-0.240
302,0.040,-0.220
303,0.035,-0.225
304,0.040,-0.225
305,0.055,-0.210
306,0.035,-0.215
307,0.045,-0.230
308,0.040,-0.240
309,0.030,-0.320
310,0.150,-0.330
311,0.310,-0.035
312,0.385,0.695
313,0.285,0.895
314,0.080,0.365
315,-0.085,0.000
316,-0.045,-0.635
317,0.000,-0.595
318,0.005,-0.300
319,0.010,-0.260
320,0.000,-0.260
321,0.000,-0.240
322,0.010,-0.225
323,0.005,-0.225
324,0.000,-0.215
325,0.000,-0.240
326,0.000,-0.250
327,0.000,-0.240
328,0.005,-0.220
329,0.010,-0.205
330,0.005,-0.215
331,0.015,-0.225
332,0.000,-0.190
333,0.005,-0.195
334,0.020,-0.180
335,0.015,-0.155
336,0.000,-0.155
337,0.010,-0.145
338,0.010,-0.125
339,0.020,-0.115
340,0.015,-0.080
341,0.010,-0.075
342,0.005,-0.110
343,0.005,-0.100
344,0.000,-0.090
345,0.000,-0.085
346,0.005,-0.060
347,0.015,-0.060
348,0.030,-0.060
349,0.035,-0.045
350,0.035,-0.045
351,0.045,-0.055
352,0.055,-0.075
353,0.040,-0.120
354,0.030,-0.130
355,0.030,-0.150
356,0.030,-0.175
357,0.020,-0.195
358,0.030,-0.180
359,0.010,-0.190
360,0.015,-0.190
361,0.035,-0.195
362,0.005,-0.160
363,0.025,-0.165
364,0.025,-0.140
365,0.010,-0.155
366,0.025,-0.145
367,0.015,-0.140
368,0.015,-0.150
369,0.005,-0.145
370,0.015,-0.135
371,0.005,-0.140
372,0.000,-0.170
373,0.000,-0.150
374,0.000,-0.170
375,0.000,-0.155
376,-0.005,-0.175
377,0.000,-0.155
378,0.000,-0.185
379,0.000,-0.195
380,0.000,-0.175
381,0.000,-0.195
382,0.010,-0.175
383,0.020,-0.130
384,0.040,-0.115
385,0.060,-0.065
386,0.045,-0.055
387,0.035,-0.040
388,0.005,-0.060
389,-0.020,-0.105
390,-0.010,-0.160
391,0.000,-0.190
392,-0.005,-0.190
393,0.000,-0.225
394,0.010,-0.235
395,-0.015,-0.245
396,0.000,-0.240
397,-0.005,-0.240
398,0.000,-0.245
399,0.000,-0.245
400,0.000,-0.230
401,0.000,-0.235
402,-0.005,-0.220
403,-0.005,-0.255
404,-0.005,-0.320
405,0.045,-0.375
406,0.165,-0.330
407,0.385,0.160
408,0.420,0.925
409,0.190,0.880
410,-0.125,0.320
411,-0.155,-0.365
412,-0.060,-0.655
413,-0.025,-0.385
414,-0.020,-0.275
415,-0.020,-0.255
416,-0.010,-0.270
417,-0.010,-0.265
418,-0.020,-0.255
419,-0.010,-0.270
420,-0.005,-0.260
421,-0.015,-0.260
422,-0.010,-0.245
423,-0.005,-0.245
424,-0.015,-0.245
425,0.000,-0.265
426,0.000,-0.220
427,0.000,-0.225
428,0.005,-0.210
429,0.000,-0.190
430,0.020,-0.185
431,0.010,-0.160
432,0.010,-0.140
433,0.000,-0.120
434,0.020,-0.140
435,0.015,-0.120
436,0.025,-0.100
437,0.015,-0.060
438,0.020,-0.050
439,0.010,-0.050
440,0.030,-0.035
441,0.025,-0.035
442,0.030,-0.030
443,0.040,-0.010
444,0.065,-0.010
445,0.065,-0.025
446,0.065,-0.065
447,0.045,-0.075
448,0.025,-0.095
449,0.035,-0.115
450,0.050,-0.160
451,0.015,-0.125
452,0.020,-0.165
453,0.015,-0.160
454,0.025,-0.175
455,0.025,-0.160
456,0.035,-0.190
457,0.030,-0.175
458,0.035,-0.160
459,0.030,-0.175
460,0.035,-0.165
461,0.030,-0.150
462,0.025,-0.145
463,0.015,-0.150
464,0.020,-0.150
465,0.020,-0.135
466,0.015,-0.140
467,0.015,-0.135
468,0.015,-0.135
469,0.020,-0.145
470,0.030,-0.140
471,0.010,-0.155
472,0.020,-0.155
473,0.005,-0.155
474,0.020,-0.165
475,0.015,-0.160
476,0.030,-0.155
477,0.020,-0.145
478,0.055,-0.145
479,0.060,-0.105
480,0.065,-0.050
481,0.055,-0.025
482,0.030,-0.005
483,0.000,-0.065
484,-0.010,-0.120
485,-0.025,-0.155
486,-0.005,-0.160
487,-0.005,-0.180
488,0.000,-0.230
489,0.000,-0.240
490,0.000,-0.235
491,-0.010,-0.240
492,-0.020,-0.245
493,-0.005,-0.230
494,-0.015,-0.240
495,-0.030,-0.265
496,-0.005,-0.255
497,-0.010,-0.270
498,-0.005,-0.265
499,-0.015,-0.315
500,0.015,-0.400
501,0.115,-0.355
502,0.265,-0.090
503,0.365,0.340
504,0.125,0.665
505,-0.170,0.250
506,-0.180,-0.485
507,-0.045,-0.605
508,-0.010,-0.290
509,-0.030,-0.310
510,-0.025,-0.280
511,-0.020,-0.235
512,-0.025,-0.270
513,-0.015,-0.265
514,-0.010,-0.270
515,0.000,-0.250
516,0.000,-0.255
517,0.000,-0.275
518,-0.005,-0.250
519,-0.005,-0.260
520,-0.010,-0.235
521,0.000,-0.245
522,0.000,-0.245
523,0.000,-0.245
524,-0.005,-0.230
525,0.010,-0.200
526,0.010,-0.200
527,0.000,-0.190
528,0.015,-0.165
529,0.020,-0.150
530,0.020,-0.145
531,0.015,-0.125
532,0.025,-0.115
533,0.010,-0.080
534,0.035,-0.080
535,0.030,-0.080
536,0.035,-0.060
537,0.035,-0.045
538,0.040,-0.045
539,0.025,-0.045
540,0.075,-0.055
541,0.050,-0.070
542,0.050,-0.090
543,0.035,-0.130
544,0.025,-0.140
545,0.025,-0.120
546,0.030,-0.170
547,0.020,-0.190
548,0.015,-0.185
549,0.025,-0.180
550,0.025,-0.190
551,0.050,-0.190
552,0.025,-0.180
553,0.035,-0.175
554,0.045,-0.170
555,0.045,-0.155
556,0.045,-0.170
557,0.055,-0.165
558,0.035,-0.145
559,0.050,-0.160
560,0.045,-0.155
561,0.060,-0.155
562,0.055,-0.140
563,0.050,-0.150
564,0.040,-0.145
565,0.040,-0.155
566,0.040,-0.155
567,0.040,-0.160
568,0.040,-0.180
569,0.070,-0.170
570,0.060,-0.170
571,0.025,-0.180
572,0.055,-0.145
573,0.080,-0.125
574,0.100,-0.105
575,0.100,-0.060
576,0.075,-0.035
577,0.035,-0.025
578,0.030,-0.065
579,0.015,-0.100
580,0.000,-0.160
581,0.010,-0.190
582,0.030,-0.195
583,0.020,-0.225
584,0.020,-0.220
585,0.025,-0.245
586,0.030,-0.245
587,0.020,-0.245
588,0.015,-0.230
589,0.015,-0.230
590,0.025,-0.240
591,0.025,-0.240
592,0.040,-0.250
593,0.035,-0.235
594,0.000,-0.295
595,0.005,-0.395
596,0.110,-0.415
597,0.295,-0.210
598,0.420,0.425
599,0.155,0.625
600,-0.175,0.205
601,-0.135,-0.555
602,-0.010,-0.590
603,0.015,-0.285
604,0.010,-0.275
605,0.010,-0.225
606,0.000,-0.240
607,0.010,-0.235
608,0.015,-0.245
609,0.005,-0.255
610,0.025,-0.245
611,0.020,-0.240
612,0.010,-0.240
613,0.005,-0.225
614,0.010,-0.225
615,0.005,-0.230
616,0.025,-0.210
617,0.000,-0.215
618,0.010,-0.195
619,0.020,-0.185
620,0.010,-0.190
621,0.005,-0.185
622,0.025,-0.180
623,0.010,-0.160
624,0.015,-0.130
625,0.025,-0.120
626,0.015,-0.110
627,0.030,-0.105
628,0.035,-0.085
629,0.015,-0.085
630,0.020,-0.055
631,0.025,-0.035
632,0.040,-0.050
633,0.030,-0.050
634,0.055,-0.035
635,0.050,-0.040
636,0.055,-0.065
637,0.050,-0.060
638,0.055,-0.095
639,0.035,-0.115
640,0.025,-0.135
641,0.035,-0.160
642,0.025,-0.185
643,0.040,-0.190
644,0.035,-0.205
645,0.035,-0.185
646,0.030,-0.175
647,0.035,-0.165
648,0.030,-0.175
649,0.050,-0.160
650,0.035,-0.145
651,0.045,-0.170
652,0.040,-0.170
653,0.025,-0.155
654,0.040,-0.120
655,0.060,-0.140
656,0.040,-0.135
657,0.035,-0.170
658,0.040,-0.165
659,0.030,-0.160
660,0.030,-0.175
661,0.030,-0.135
662,0.035,-0.170
663,0.045,-0.170
664,0.035,-0.155
665,0.035,-0.170
666,0.035,-0.185
667,0.035,-0.160
668,0.040,-0.190
669,0.070,-0.125
670,0.085,-0.095
671,0.080,-0.025
672,0.070,-0.025
673,0.050,-0.030
674,0.025,-0.060
675,0.005,-0.080
676,0.000,-0.175
677,0.015,-0.175
678,0.020,-0.180
679,0.015,-0.205
680,0.000,-0.250
681,0.020,-0.230
682,0.020,-0.230
683,0.010,-0.220
684,0.000,-0.220
685,0.005,-0.215
686,0.035,-0.230
687,0.035,-0.220
688,0.025,-0.185
689,0.015,-0.220
690,0.030,-0.275
691,0.050,-0.360
692,0.180,-0.305
693,0.355,0.090
694,0.365,0.815
695,0.135,0.615
696,-0.130,0.130
697,-0.160,-0.420
698,-0.040,-0.750
699,0.005,-0.455
700,0.015,-0.215
701,0.005,-0.240
702,0.015,-0.215
703,0.010,-0.250
704,0.010,-0.260
705,0.010,-0.250
706,0.030,-0.240
707,0.015,-0.215
708,0.015,-0.225
709,0.010,-0.215
710,0.020,-0.225
711,0.010,-0.200
712,0.015,-0.210
713,0.015,-0.210
714,0.020,-0.200
715,0.005,-0.180
716,0.015,-0.155
717,0.010,-0.130
718,0.020,-0.135
719,0.020,-0.165
720,0.020,-0.115
721,0.015,-0.110
722,0.015,-0.095
723,0.025,-0.090
724,0.010,-0.075
725,0.010,-0.065
726,0.010,-0.065
727,0.010,-0.040
728,0.020,-0.050
729,0.030,-0.025
730,0.035,-0.030
731,0.040,0.010
732,0.045,-0.025
733,0.045,-0.070
734,0.045,-0.080
735,0.040,-0.105
736,0.050,-0.125
737,0.045,-0.135
738,0.030,-0.145
739,0.035,-0.160
740,0.045,-0.155
741,0.040,-0.150
742,0.015,-0.160
743,0.040,-0.155
744,0.030,-0.140
745,0.050,-0.140
746,0.040,-0.130
747,0.040,-0.110
748,0.025,-0.115
749,0.030,-0.110
750,0.030,-0.100
751,0.030,-0.110
752,0.015,-0.105
753,0.020,-0.110
754,0.010,-0.125
755,0.005,-0.125
756,0.000,-0.130
757,0.000,-0.140
758,0.010,-0.145
759,0.005,-0.160
760,0.000,-0.150
761,0.005,-0.170
762,0.010,-0.155
763,0.010,-0.125
764,0.030,-0.110
765,0.035,-0.085
766,0.040,-0.060
767,0.040,-0.050
768,0.025,-0.030
769,0.010,-0.050
770,-0.010,-0.095
771,-0.020,-0.155
772,0.005,-0.175
773,0.000,-0.170
774,-0.010,-0.200
775,0.000,-0.225
776,0.000,-0.235
777,-0.005,-0.240
778,-0.005,-0.235
779,-0.010,-0.250
780,-0.005,-0.240
781,0.000,-0.235
782,-0.010,-0.245
783,0.000,-0.220
784,0.005,-0.235
785,-0.010,-0.290
786,0.035,-0.400
787,0.160,-0.270
788,0.315,0.170
789,0.385,1.025
790,0.260,1.110
791,-0.040,0.410
792,-0.140,-0.295
793,-0.070,-0.715
794,-0.040,-0.475
795,-0.035,-0.260
796,-0.025,-0.235
797,-0.020,-0.250
798,-0.030,-0.250
799,-0.015,-0.225
800,-0.030,-0.245
801,-0.010,-0.260
802,-0.020,-0.245
803,-0.025,-0.235
804,-0.005,-0.230
805,-0.005,-0.230
806,-0.015,-0.235
807,-0.020,-0.225
808,0.000,-0.220
809,-0.015,-0.200
810,-0.020,-0.170
811,0.000,-0.155
812,0.000,-0.160
813,-0.010,-0.150
814,0.000,-0.120
815,0.000,-0.090
816,0.000,-0.100
817,-0.005,-0.100
818,-0.005,-0.075
819,0.000,-0.060
820,0.000,-0.075
821,-0.005,-0.050
822,0.005,-0.040
823,0.005,-0.035
824,0.010,-0.035
825,0.025,-0.035
826,0.030,-0.035
827,0.030,-0.035
828,0.045,-0.055
829,0.040,-0.060
830,0.040,-0.100
831,0.035,-0.125
832,0.025,-0.080
833,0.010,-0.140
834,0.040,-0.155
835,0.035,-0.150
836,0.015,-0.155
837,0.015,-0.155
838,0.010,-0.140
839,0.025,-0.155
840,0.030,-0.120
841,0.035,-0.125
842,0.020,-0.105
843,0.040,-0.115
844,0.025,-0.115
845,0.030,-0.120
846,0.010,-0.100
847,0.015,-0.095
848,0.015,-0.110
849,0.015,-0.110
850,0.010,-0.110
851,0.000,-0.140
852,0.005,-0.120
853,0.000,-0.130
854,0.010,-0.140
855,0.015,-0.130
856,0.000,-0.145
857,0.005,-0.200
858,0.005,-0.180
859,0.020,-0.140
860,0.045,-0.105
861,0.060,-0.035
862,0.045,-0.035
863,0.030,-0.010
864,0.005,-0.045
865,-0.005,-0.070
866,-0.030,-0.105
867,-0.015,-0.150
868,-0.015,-0.160
869,-0.010,-0.195
870,-0.025,-0.215
871,-0.015,-0.215
872,-0.020,-0.230
873,-0.020,-0.240
874,-0.020,-0.220
875,-0.015,-0.235
876,-0.015,-0.210
877,-0.020,-0.245
878,-0.025,-0.230
879,-0.010,-0.220
880,-0.025,-0.275
881,-0.015,-0.385
882,0.040,-0.385
883,0.160,-0.245
884,0.360,0.305
885,0.195,0.790
886,-0.115,0.375
887,-0.220,-0.265
888,-0.090,-0.655
889,-0.045,-0.405
890,-0.045,-0.260
891,-0.045,-0.235
892,-0.055,-0.250
893,-0.040,-0.250
894,-0.060,-0.245
895,-0.040,-0.230
896,-0.035,-0.265
897,-0.045,-0.255
898,-0.045,-0.220
899,-0.015,-0.235
900,-0.035,-0.225
901,-0.025,-0.240
902,-0.025,-0.225
903,-0.045,-0.230
904,-0.030,-0.205
905,-0.020,-0.190
906,-0.020,-0.185
907,-0.035,-0.160
908,-0.015,-0.150
909,-0.020,-0.140
910,-0.025,-0.150
911,-0.020,-0.100
912,-0.030,-0.080
913,-0.015,-0.070
914,-0.005,-0.070
915,-0.020,-0.040
916,0.005,-0.040
917,-0.025,-0.035
918,-0.010,-0.020
919,0.000,-0.015
920,0.010,0.000
921,0.015,-0.015
922,0.030,-0.045
923,0.025,-0.060
924,0.015,-0.085
925,0.010,-0.105
926,0.005,-0.125
927,0.000,-0.160
928,0.005,-0.170
929,0.005,-0.175
930,0.000,-0.190
931,-0.005,-0.190
932,0.005,-0.160
933,0.000,-0.190
934,0.015,-0.175
935,0.000,-0.155
936,0.000,-0.155
937,0.005,-0.160
938,0.000,-0.150
939,0.015,-0.150
940,0.005,-0.135
941,0.020,-0.125
942,0.005,-0.140
943,0.010,-0.140
944,0.015,-0.125
945,0.010,-0.140
946,0.010,-0.145
947,-0.005,-0.160
948,0.015,-0.155
949,0.005,-0.155
950,0.015,-0.150
951,0.000,-0.150
952,0.010,-0.150
953,0.000,-0.145
954,0.005,-0.160
955,0.035,-0.115
956,0.055,-0.055
957,0.040,-0.050
958,0.055,-0.030
959,0.045,-0.005
960,-0.005,-0.060
961,-0.015,-0.090
962,-0.020,-0.155
963,-0.015,-0.180
964,-0.010,-0.185
965,-0.005,-0.220
966,-0.005,-0.225
967,-0.010,-0.235
968,-0.010,-0.230
969,-0.015,-0.255
970,-0.005,-0.220
971,-0.010,-0.250
972,0.000,-0.240
973,0.000,-0.240
974,0.000,-0.240
975,-0.005,-0.215
976,0.000,-0.270
977,0.005,-0.355
978,0.110,-0.360
979,0.345,-0.055
980,0.355,0.655
981,0.040,0.535
982,-0.270,0.125
983,-0.260,-0.645
984,-0.085,-0.755
985,-0.015,-0.385
986,-0.020,-0.250
987,-0.020,-0.245
988,-0.015,-0.260
989,-0.025,-0.250
990,-0.010,-0.220
991,-0.015,-0.235
992,-0.020,-0.245
993,-0.010,-0.220
994,-0.015,-0.225
995,-0.020,-0.235
996,-0.025,-0.225
997,-0.020,-0.235
998,-0.035,-0.230
999,-0.005,-0.205
1000,-0.020,-0.215
1001,-0.010,-0.190
1002,0.000,-0.190
1003,-0.015,-0.185
1004,-0.015,-0.135
1005,0.000,-0.140
1006,-0.020,-0.150
1007,-0.010,-0.140
1008,-0.010,-0.090
1009,-0.025,-0.110
1010,-0.005,-0.110
1011,-0.010,-0.080
1012,0.000,-0.065
1013,0.000,-0.050
1014,0.020,-0.030
1015,0.005,-0.025
1016,0.020,-0.025
1017,0.015,-0.065
1018,0.020,-0.075
1019,0.000,-0.080
1020,0.015,-0.095
1021,-0.010,-0.120
1022,0.005,-0.150
1023,-0.020,-0.195
1024,-0.005,-0.165
1025,-0.015,-0.190
1026,0.010,-0.190
1027,-0.015,-0.200
1028,0.000,-0.190
1029,-0.005,-0.180
1030,0.000,-0.190
1031,-0.010,-0.180
1032,0.010,-0.180
