'sample interval','ECG0','ECG1'
'0.0078125 sec','mV','mV'
0,0.050,-0.255
1,0.055,-0.245
2,0.035,-0.245
3,0.060,-0.250
4,0.055,-0.265
5,0.045,-0.265
6,0.050,-0.250
7,0.045,-0.250
8,0.050,-0.255
9,0.050,-0.255
10,0.045,-0.250
11,0.040,-0.245
12,0.050,-0.245
13,0.055,-0.255
14,0.035,-0.250
15,0.045,-0.240
16,0.035,-0.230
17,0.025,-0.190
18,0.035,-0.180
19,0.060,-0.165
20,0.050,-0.145
21,0.070,-0.130
22,0.065,-0.135
23,0.055,-0.180
24,0.030,-0.210
25,0.030,-0.235
26,0.025,-0.295
27,0.025,-0.320
28,0.000,-0.330
29,0.000,-0.325
30,0.010,-0.320
31,0.005,-0.295
32,0.015,-0.305
33,0.000,-0.305
34,0.000,-0.300
35,0.005,-0.285
36,0.005,-0.290
37,0.000,-0.285
38,0.010,-0.280
39,0.020,-0.285
40,0.000,-0.275
41,0.005,-0.285
42,0.010,-0.430
43,0.035,-0.645
44,0.115,-0.440
45,0.235,-0.175
46,0.150,0.200
47,-0.230,0.530
48,-0.645,0.590
49,-0.555,0.315
50,-0.260,0.000
51,-0.025,-0.195
52,0.010,-0.290
53,0.035,-0.315
54,0.055,-0.295
55,0.085,-0.310
56,0.085,-0.295
57,0.090,-0.300
58,0.080,-0.300
59,0.090,-0.285
60,0.105,-0.280
61,0.105,-0.270
62,0.120,-0.275
63,0.125,-0.275
64,0.130,-0.270
65,0.140,-0.275
66,0.155,-0.275
67,0.155,-0.270
68,0.190,-0.255
69,0.190,-0.235
70,0.195,-0.230
71,0.215,-0.200
72,0.230,-0.185
73,0.220,-0.185
74,0.210,-0.175
75,0.205,-0.155
76,0.185,-0.150
77,0.160,-0.150
78,0.165,-0.140
79,0.135,-0.160
80,0.105,-0.190
81,0.080,-0.200
82,0.075,-0.230
83,0.070,-0.235
84,0.050,-0.230
85,0.045,-0.230
86,0.035,-0.240
87,0.060,-0.240
88,0.065,-0.225
89,0.075,-0.240
90,0.080,-0.235
91,0.060,-0.245
92,0.060,-0.240
93,0.065,-0.245
94,0.080,-0.240
95,0.065,-0.240
96,0.075,-0.235
97,0.085,-0.245
98,0.085,-0.245
99,0.070,-0.240
100,0.095,-0.245
