'sample interval','ECG0','ECG1'
'0.0078125 sec','mV','mV'
0,0.015,-0.305
1,0.010,-0.305
2,0.000,-0.305
3,0.000,-0.270
4,0.000,-0.275
5,0.015,-0.270
6,0.000,-0.265
7,0.000,-0.280
8,0.000,-0.285
9,0.005,-0.285
10,0.000,-0.275
11,0.010,-0.295
12,-0.005,-0.300
13,0.000,-0.295
14,0.000,-0.280
15,-0.005,-0.280
16,0.000,-0.295
17,0.005,-0.280
18,-0.005,-0.280
19,0.000,-0.300
20,0.000,-0.310
21,0.000,-0.325
22,-0.010,-0.310
23,0.000,-0.310
24,0.000,-0.310
25,-0.005,-0.320
26,-0.030,-0.315
27,-0.010,-0.310
28,0.000,-0.315
29,0.000,-0.300
30,-0.005,-0.305
31,0.000,-0.310
32,-0.005,-0.315
33,-0.005,-0.315
34,-0.005,-0.315
35,0.000,-0.315
36,-0.005,-0.305
37,0.000,-0.305
38,-0.005,-0.305
39,-0.005,-0.295
40,-0.005,-0.295
41,0.000,-0.305
42,-0.020,-0.310
43,-0.020,-0.300
44,-0.025,-0.310
45,0.000,-0.325
46,0.000,-0.305
47,0.025,-0.280
48,0.040,-0.260
49,0.040,-0.250
50,0.030,-0.245
51,0.050,-0.275
52,0.045,-0.305
53,0.000,-0.315
54,0.000,-0.310
55,-0.005,-0.325
56,-0.005,-0.320
57,-0.010,-0.340
58,0.000,-0.345
59,0.000,-0.350
60,-0.010,-0.350
61,-0.030,-0.375
62,-0.020,-0.375
63,-0.005,-0.270
64,0.015,-0.015
65,0.075,0.410
66,0.175,0.670
67,0.175,0.550
68,0.200,-0.075
69,-0.095,-0.450
70,-0.565,-0.410
71,-0.585,-0.350
72,-0.400,-0.360
73,-0.165,-0.365
74,-0.055,-0.355
75,-0.025,-0.360
76,-0.025,-0.365
77,-0.030,-0.370
78,-0.015,-0.345
79,-0.015,-0.350
80,0.015,-0.335
81,0.000,-0.350
82,-0.005,-0.350
83,0.020,-0.350
84,0.000,-0.350
85,0.000,-0.340
86,0.000,-0.355
87,0.005,-0.355
88,0.005,-0.335
89,0.000,-0.335
90,0.005,-0.330
91,0.000,-0.325
92,0.000,-0.350
93,0.015,-0.340
94,0.000,-0.345
95,0.000,-0.350
96,0.005,-0.365
97,-0.005,-0.360
98,0.000,-0.380
99,0.000,-0.380
100,0.000,-0.385
101,0.015,-0.380
102,0.015,-0.360
103,0.005,-0.385
104,0.000,-0.355
105,0.005,-0.335
106,0.020,-0.330
107,0.025,-0.300
108,0.045,-0.290
109,0.055,-0.290
110,0.045,-0.285
111,0.030,-0.275
112,0.025,-0.275
113,0.060,-0.275
114,0.045,-0.290
115,0.035,-0.305
116,0.045,-0.290
117,0.030,-0.295
118,0.030,-0.290
119,0.035,-0.300
120,0.035,-0.290
121,0.025,-0.300
122,0.030,-0.295
123,0.025,-0.315
124,0.025,-0.295
125,0.020,-0.280
126,0.010,-0.300
127,0.000,-0.310
128,0.015,-0.320
129,0.015,-0.315
130,0.015,-0.315
131,0.020,-0.310
132,0.000,-0.315
133,0.015,-0.310
134,0.010,-0.295
135,0.005,-0.300
136,0.020,-0.290
137,0.005,-0.290
138,0.005,-0.295
139,0.005,-0.280
140,0.000,-0.305
141,0.005,-0.295
142,0.015,-0.300
143,0.005,-0.300
144,0.005,-0.310
145,0.000,-0.300
146,-0.005,-0.295
147,0.000,-0.300
148,0.000,-0.305
149,-0.010,-0.310
150,-0.005,-0.315
151,-0.010,-0.310
152,0.000,-0.320
153,0.000,-0.310
154,-0.020,-0.315
155,-0.005,-0.300
156,-0.020,-0.300
157,-0.010,-0.310
158,0.000,-0.305
159,0.000,-0.300
160,-0.005,-0.305
161,-0.005,-0.310
162,-0.010,-0.295
163,-0.025,-0.320
164,-0.025,-0.310
165,0.000,-0.310
166,-0.005,-0.300
167,0.000,-0.295
168,0.000,-0.290
169,0.010,-0.285
170,0.050,-0.245
171,0.050,-0.235
172,0.065,-0.220
173,0.055,-0.240
174,0.060,-0.265
175,0.010,-0.265
176,-0.010,-0.280
177,-0.015,-0.280
178,0.005,-0.300
179,-0.020,-0.305
180,-0.025,-0.325
181,-0.020,-0.340
182,-0.045,-0.340
183,-0.055,-0.355
184,-0.055,-0.360
185,-0.060,-0.260
186,-0.005,0.030
187,0.050,0.430
188,0.125,0.655
189,0.110,0.445
190,0.110,-0.160
191,-0.275,-0.445
192,-0.680,-0.390
193,-0.590,-0.355
194,-0.345,-0.360
195,-0.165,-0.365
196,-0.070,-0.360
197,-0.070,-0.355
198,-0.045,-0.345
199,-0.050,-0.345
200,-0.035,-0.350
201,-0.025,-0.355
202,-0.035,-0.340
203,-0.035,-0.350
204,-0.020,-0.340
205,-0.035,-0.335
206,-0.020,-0.330
207,-0.030,-0.335
208,-0.045,-0.335
209,-0.025,-0.340
210,-0.015,-0.335
211,-0.020,-0.325
212,-0.015,-0.335
213,-0.040,-0.335
214,-0.020,-0.345
215,-0.025,-0.355
216,-0.020,-0.355
217,-0.045,-0.365
218,-0.045,-0.360
219,-0.050,-0.365
220,-0.055,-0.385
221,-0.065,-0.385
222,-0.030,-0.395
223,-0.035,-0.385
224,-0.055,-0.380
225,-0.045,-0.375
226,-0.055,-0.360
227,-0.035,-0.325
228,-0.020,-0.315
229,-0.010,-0.310
230,-0.005,-0.285
231,-0.015,-0.275
232,0.000,-0.290
233,-0.020,-0.290
234,-0.005,-0.280
235,-0.005,-0.275
236,0.000,-0.295
237,0.000,-0.290
238,0.000,-0.290
239,0.000,-0.290
240,0.000,-0.285
241,-0.005,-0.270
242,0.005,-0.270
243,0.010,-0.270
244,0.015,-0.305
245,0.010,-0.300
246,0.015,-0.305
247,0.015,-0.305
248,0.005,-0.310
249,0.000,-0.300
250,0.000,-0.285
251,0.005,-0.315
252,0.000,-0.305
253,0.000,-0.305
254,0.005,-0.310
255,0.000,-0.310
256,-0.015,-0.315
257,0.000,-0.315
258,-0.005,-0.330
259,-0.010,-0.320
260,0.000,-0.330
261,-0.010,-0.300
262,0.005,-0.315
263,-0.010,-0.305
264,-0.025,-0.295
265,-0.005,-0.310
266,0.000,-0.295
267,0.000,-0.285
268,-0.005,-0.290
269,0.000,-0.285
270,0.000,-0.275
271,0.005,-0.295
272,-0.005,-0.270
273,-0.025,-0.280
274,-0.020,-0.270
275,-0.015,-0.285
276,-0.020,-0.270
277,-0.020,-0.300
278,-0.015,-0.290
279,-0.030,-0.285
280,-0.030,-0.285
281,-0.030,-0.290
282,-0.020,-0.290
283,-0.035,-0.290
284,-0.010,-0.290
285,-0.025,-0.285
286,-0.015,-0.255
287,0.025,-0.260
288,0.030,-0.245
289,0.025,-0.220
290,0.045,-0.230
291,0.055,-0.240
292,0.020,-0.260
293,0.000,-0.240
294,-0.015,-0.250
295,0.000,-0.260
296,-0.005,-0.270
297,-0.005,-0.285
298,-0.035,-0.305
299,-0.055,-0.310
300,-0.045,-0.330
301,-0.050,-0.320
302,-0.040,-0.185
303,0.000,0.145
304,0.045,0.545
305,0.130,0.705
306,0.150,0.315
307,0.150,-0.285
308,-0.350,-0.430
309,-0.665,-0.355
310,-0.555,-0.345
311,-0.315,-0.355
312,-0.145,-0.340
313,-0.105,-0.325
314,-0.070,-0.335
315,-0.070,-0.320
316,-0.055,-0.325
317,-0.055,-0.330
318,-0.045,-0.330
319,-0.040,-0.340
320,-0.040,-0.330
321,-0.045,-0.325
322,-0.065,-0.330
323,-0.040,-0.315
324,-0.020,-0.325
325,-0.030,-0.300
326,-0.015,-0.290
327,-0.020,-0.295
328,-0.005,-0.295
329,-0.010,-0.305
330,-0.010,-0.305
331,-0.020,-0.285
332,-0.010,-0.300
333,-0.005,-0.310
334,-0.025,-0.325
335,-0.030,-0.320
336,-0.020,-0.355
337,-0.030,-0.370
338,-0.040,-0.370
339,-0.020,-0.380
340,-0.035,-0.380
341,-0.035,-0.365
342,-0.030,-0.330
343,-0.020,-0.350
344,-0.025,-0.295
345,-0.030,-0.285
346,-0.015,-0.280
347,-0.010,-0.270
348,-0.015,-0.275
349,-0.010,-0.275
350,-0.010,-0.280
351,-0.005,-0.270
352,0.000,-0.290
353,0.000,-0.280
354,-0.010,-0.270
355,-0.005,-0.255
356,0.000,-0.250
357,0.005,-0.250
358,0.000,-0.245
359,0.000,-0.250
360,0.000,-0.245
361,0.015,-0.245
362,0.005,-0.235
363,-0.010,-0.265
364,0.000,-0.240
365,0.000,-0.225
366,0.015,-0.225
367,0.000,-0.230
368,0.000,-0.255
369,-0.005,-0.245
370,0.000,-0.250
371,0.015,-0.245
372,0.010,-0.250
373,0.000,-0.240
374,0.000,-0.255
375,0.000,-0.250
376,-0.010,-0.255
377,-0.005,-0.260
378,0.000,-0.240
379,0.015,-0.230
380,0.005,-0.255
381,0.005,-0.235
382,0.010,-0.260
383,0.000,-0.230
384,-0.010,-0.280
385,-0.010,-0.255
386,0.000,-0.260
387,-0.010,-0.245
388,-0.005,-0.235
389,-0.010,-0.215
390,-0.025,-0.220
391,-0.010,-0.225
392,-0.015,-0.230
393,-0.025,-0.235
394,-0.005,-0.225
395,0.000,-0.205
396,-0.020,-0.230
397,-0.010,-0.225
398,-0.015,-0.220
399,-0.005,-0.230
400,-0.015,-0.235
401,-0.010,-0.230
402,-0.015,-0.215
403,0.030,-0.195
404,0.040,-0.180
405,0.030,-0.150
406,0.020,-0.150
407,0.050,-0.185
408,0.010,-0.180
409,-0.010,-0.190
410,-0.025,-0.200
411,-0.020,-0.190
412,-0.035,-0.230
413,-0.005,-0.225
414,-0.020,-0.230
415,-0.035,-0.235
416,-0.060,-0.240
417,-0.055,-0.255
418,-0.030,-0.180
419,0.000,0.105
420,0.035,0.585
421,0.110,0.875
422,0.200,0.765
423,0.300,0.125
424,0.155,-0.370
425,-0.465,-0.320
426,-0.605,-0.260
427,-0.495,-0.260
428,-0.260,-0.260
429,-0.125,-0.260
430,-0.095,-0.265
431,-0.075,-0.270
432,-0.065,-0.280
433,-0.070,-0.275
434,-0.070,-0.275
435,-0.070,-0.280
436,-0.060,-0.275
437,-0.065,-0.275
438,-0.075,-0.265
439,-0.070,-0.280
440,-0.080,-0.250
441,-0.080,-0.270
442,-0.080,-0.265
443,-0.055,-0.265
444,-0.065,-0.250
445,-0.055,-0.265
446,-0.060,-0.275
447,-0.040,-0.245
448,-0.045,-0.275
449,-0.045,-0.280
450,-0.020,-0.290
451,-0.045,-0.275
452,-0.040,-0.280
453,-0.045,-0.290
454,-0.050,-0.310
455,-0.050,-0.300
456,-0.065,-0.315
457,-0.065,-0.325
458,-0.065,-0.310
459,-0.055,-0.295
460,-0.050,-0.270
461,-0.050,-0.250
462,-0.050,-0.235
463,-0.035,-0.220
464,-0.035,-0.210
465,-0.020,-0.205
466,-0.020,-0.230
467,-0.025,-0.210
468,-0.025,-0.220
469,-0.010,-0.215
470,-0.035,-0.220
471,-0.025,-0.220
472,-0.035,-0.195
473,-0.040,-0.205
474,-0.030,-0.205
475,-0.020,-0.205
476,-0.040,-0.205
477,-0.035,-0.195
478,-0.020,-0.210
479,-0.025,-0.200
480,-0.025,-0.205
481,-0.035,-0.220
482,-0.025,-0.205
483,-0.040,-0.190
484,-0.030,-0.190
485,-0.045,-0.180
486,-0.035,-0.185
487,-0.030,-0.195
488,-0.010,-0.180
489,-0.020,-0.190
490,0.000,-0.180
491,-0.015,-0.200
492,-0.015,-0.190
493,-0.005,-0.205
494,-0.020,-0.190
495,-0.020,-0.190
496,-0.010,-0.180
497,-0.030,-0.165
498,-0.010,-0.165
499,0.000,-0.200
500,-0.010,-0.190
501,-0.005,-0.165
502,-0.010,-0.180
503,-0.020,-0.170
504,-0.015,-0.175
505,-0.015,-0.180
506,-0.020,-0.185
507,-0.020,-0.190
508,-0.015,-0.205
509,-0.020,-0.200
510,-0.005,-0.185
511,-0.010,-0.170
512,-0.010,-0.195
513,-0.030,-0.180
514,-0.005,-0.175
515,-0.005,-0.180
516,-0.015,-0.180
517,-0.010,-0.185
518,0.000,-0.165
519,-0.005,-0.155
520,0.000,-0.170
521,0.000,-0.155
522,0.000,-0.145
523,0.005,-0.145
524,0.050,-0.145
525,0.050,-0.135
526,0.080,-0.115
527,0.085,-0.105
528,0.075,-0.125
529,0.070,-0.150
530,0.050,-0.130
531,0.015,-0.155
532,0.035,-0.160
533,0.015,-0.160
534,0.010,-0.155
535,0.025,-0.190
536,0.010,-0.180
537,-0.020,-0.205
538,-0.020,-0.215
539,-0.030,-0.205
540,-0.005,-0.135
541,0.020,0.145
542,0.065,0.555
543,0.150,0.815
544,0.180,0.730
545,0.190,0.175
546,-0.060,-0.255
547,-0.520,-0.285
548,-0.570,-0.210
549,-0.400,-0.205
550,-0.180,-0.210
551,-0.045,-0.220
552,-0.020,-0.195
553,-0.015,-0.210
554,-0.010,-0.185
555,-0.010,-0.210
556,0.000,-0.180
557,0.000,-0.180
558,0.000,-0.180
559,0.000,-0.185
560,0.010,-0.200
561,-0.005,-0.195
562,0.000,-0.180
563,0.030,-0.170
564,0.000,-0.180
565,0.005,-0.180
566,0.010,-0.180
567,0.010,-0.200
568,0.000,-0.195
569,0.000,-0.195
570,0.005,-0.170
571,0.000,-0.190
572,0.000,-0.205
573,0.010,-0.225
574,0.000,-0.225
575,0.000,-0.220
576,0.000,-0.225
577,0.000,-0.240
578,0.000,-0.255
579,-0.010,-0.235
580,0.000,-0.225
581,0.000,-0.205
582,-0.010,-0.195
583,-0.015,-0.185
584,0.000,-0.170
585,0.030,-0.160
586,0.025,-0.165
587,0.010,-0.135
