'sample interval','ECG0','ECG1'
'0.0078125 sec','mV','mV'
0,0.070,-0.150
1,0.050,-0.160
2,0.040,-0.135
3,0.055,-0.125
4,0.055,-0.115
5,0.045,-0.105
6,0.040,-0.105
7,0.045,-0.120
8,0.040,-0.125
9,0.025,-0.150
10,0.010,-0.135
11,0.020,-0.180
12,0.020,-0.160
13,0.005,-0.155
14,0.000,-0.185
15,-0.025,-0.170
16,-0.030,-0.175
17,-0.025,-0.200
18,-0.020,-0.200
19,-0.035,-0.200
20,-0.020,-0.195
21,-0.010,-0.160
22,0.000,-0.165
23,0.000,-0.185
24,-0.035,-0.175
25,-0.025,-0.180
26,0.000,-0.160
27,-0.015,-0.185
28,-0.015,-0.195
29,-0.020,-0.190
30,-0.030,-0.190
31,-0.015,-0.195
32,-0.010,-0.185
33,-0.005,-0.180
34,-0.005,-0.165
35,-0.015,-0.150
36,-0.015,-0.180
37,-0.030,-0.200
38,-0.020,-0.200
39,-0.040,-0.195
40,-0.040,-0.215
41,-0.035,-0.195
42,-0.040,-0.205
43,-0.050,-0.225
44,-0.070,-0.210
45,-0.055,-0.190
46,-0.045,-0.195
47,-0.045,-0.220
48,-0.015,-0.240
49,-0.045,-0.220
50,-0.040,-0.230
51,-0.065,-0.225
52,-0.065,-0.210
53,-0.075,-0.200
54,-0.070,-0.195
55,-0.070,-0.160
56,-0.075,-0.160
57,-0.075,-0.165
58,-0.055,-0.120
59,-0.055,-0.135
60,-0.060,-0.140
61,-0.045,-0.150
62,-0.050,-0.125
63,-0.040,-0.135
64,-0.050,-0.140
65,-0.030,-0.115
66,-0.050,-0.125
67,-0.040,-0.110
68,-0.040,-0.110
69,-0.040,-0.105
70,-0.050,-0.110
71,-0.050,-0.115
72,-0.070,-0.115
73,-0.075,-0.110
74,-0.075,-0.100
75,-0.070,-0.110
76,-0.075,-0.125
77,-0.070,-0.135
78,-0.050,-0.140
79,-0.030,-0.115
80,-0.005,-0.080
81,0.020,-0.050
82,0.030,-0.070
83,0.020,-0.115
84,0.010,-0.095
85,-0.005,-0.095
86,-0.010,-0.085
87,0.000,-0.115
88,-0.005,-0.135
89,-0.025,-0.140
90,-0.015,-0.145
91,-0.040,-0.145
92,-0.050,-0.165
93,-0.045,-0.180
94,-0.055,-0.185
95,-0.055,-0.135
96,-0.025,0.040
97,0.020,0.385
98,0.125,0.660
99,0.200,0.730
100,0.165,0.245
101,-0.040,-0.215
102,-0.555,-0.230
103,-0.685,-0.170
104,-0.520,-0.145
105,-0.255,-0.155
106,-0.100,-0.185
107,-0.055,-0.160
108,-0.055,-0.145
109,-0.040,-0.190
110,-0.015,-0.160
111,-0.035,-0.155
112,-0.015,-0.145
113,0.010,-0.145
114,0.000,-0.125
115,0.005,-0.125
116,0.005,-0.105
117,0.020,-0.105
118,0.025,-0.125
119,0.025,-0.115
120,0.040,-0.115
121,0.030,-0.110
122,0.025,-0.105
123,0.040,-0.105
124,0.055,-0.095
125,0.055,-0.095
126,0.060,-0.105
127,0.060,-0.115
128,0.045,-0.120
129,0.045,-0.125
130,0.045,-0.110
131,0.045,-0.095
132,0.055,-0.095
133,0.035,-0.115
134,0.025,-0.090
135,0.015,-0.115
136,0.020,-0.090
137,0.025,-0.075
138,0.030,-0.070
139,0.035,-0.055
140,0.045,-0.045
141,0.030,-0.070
142,0.025,-0.080
143,0.035,-0.085
144,0.025,-0.075
145,0.015,-0.090
146,0.035,-0.090
147,0.025,-0.095
148,0.005,-0.105
149,-0.005,-0.130
150,0.000,-0.120
151,0.010,-0.120
152,0.005,-0.095
153,0.000,-0.090
154,-0.010,-0.100
155,0.000,-0.115
156,-0.015,-0.125
157,-0.010,-0.130
158,-0.025,-0.125
159,-0.015,-0.135
160,-0.015,-0.135
161,-0.025,-0.125
162,-0.045,-0.135
163,-0.030,-0.150
164,-0.030,-0.145
165,-0.030,-0.150
166,-0.035,-0.145
167,-0.020,-0.155
168,-0.025,-0.160
169,-0.035,-0.135
170,-0.020,-0.140
171,-0.030,-0.145
172,-0.040,-0.155
173,-0.050,-0.155
174,-0.040,-0.145
175,-0.050,-0.150
176,-0.045,-0.145
177,-0.055,-0.140
178,-0.045,-0.145
179,-0.040,-0.145
180,-0.055,-0.155
181,-0.035,-0.150
182,-0.035,-0.160
183,-0.050,-0.155
184,-0.045,-0.155
185,-0.030,-0.165
186,-0.045,-0.165
187,-0.050,-0.140
188,-0.055,-0.180
189,-0.045,-0.185
190,-0.050,-0.170
191,-0.040,-0.175
192,-0.030,-0.155
193,-0.045,-0.160
194,-0.055,-0.150
195,-0.055,-0.170
196,-0.030,-0.165
197,-0.045,-0.155
198,-0.050,-0.160
199,-0.035,-0.165
200,-0.035,-0.160
201,-0.045,-0.140
202,-0.040,-0.150
203,-0.050,-0.140
204,-0.040,-0.140
205,-0.030,-0.155
206,-0.025,-0.130
207,-0.005,-0.120
208,0.025,-0.095
209,0.035,-0.095
210,0.050,-0.095
211,0.030,-0.130
212,0.010,-0.110
213,0.000,-0.125
214,-0.020,-0.125
215,0.000,-0.165
216,0.000,-0.180
217,-0.010,-0.165
218,-0.030,-0.175
219,-0.035,-0.170
220,-0.055,-0.180
221,-0.055,-0.200
222,-0.060,-0.180
223,-0.050,-0.085
224,0.025,0.195
225,0.105,0.555
226,0.180,0.740
227,0.145,0.410
228,-0.015,-0.135
229,-0.465,-0.260
230,-0.660,-0.175
231,-0.505,-0.145
232,-0.255,-0.165
233,-0.100,-0.155
234,-0.055,-0.160
235,-0.025,-0.150
236,-0.020,-0.140
237,-0.015,-0.130
238,0.000,-0.140
239,-0.010,-0.150
240,-0.010,-0.140
241,-0.005,-0.130
242,0.020,-0.120
243,0.010,-0.145
244,0.020,-0.135
245,0.020,-0.135
246,0.015,-0.115
247,0.030,-0.120
248,0.035,-0.120
249,0.020,-0.100
250,0.050,-0.110
251,0.055,-0.100
252,0.030,-0.095
253,0.045,-0.105
254,0.060,-0.095
255,0.070,-0.090
256,0.055,-0.105
257,0.060,-0.115
258,0.045,-0.100
259,0.050,-0.095
260,0.050,-0.095
261,0.040,-0.080
262,0.065,-0.085
263,0.080,-0.060
264,0.080,-0.065
265,0.080,-0.050
266,0.060,-0.055
267,0.075,-0.040
268,0.050,-0.055
269,0.045,-0.060
270,0.055,-0.080
271,0.045,-0.100
272,0.025,-0.100
273,0.005,-0.095
