'sample interval','ECG0','ECG1'
'0.0078125 sec','mV','mV'
0,-0.145,0.020
1,-0.120,0.010
2,-0.115,0.030
3,-0.070,0.030
4,-0.045,0.075
5,-0.045,0.050
6,-0.045,0.030
7,-0.025,0.000
8,-0.035,0.000
9,-0.045,0.000
10,-0.075,0.000
11,-0.095,0.000
12,-0.130,0.005
13,-0.140,0.010
14,-0.145,0.005
15,-0.145,0.010
16,-0.145,0.010
17,-0.145,0.035
18,-0.155,0.115
19,-0.105,0.145
20,0.180,0.000
21,0.840,-0.450
22,1.050,-0.785
23,0.190,-0.600
24,-0.540,-0.300
25,-0.430,-0.140
26,-0.210,-0.010
27,-0.115,0.025
28,-0.100,0.050
29,-0.095,0.055
30,-0.085,0.075
31,-0.070,0.065
32,-0.065,0.075
33,-0.050,0.070
34,-0.055,0.065
35,-0.045,0.065
36,-0.040,0.065
37,-0.010,0.045
38,0.000,0.045
39,0.000,0.045
40,0.000,0.050
41,0.010,0.045
42,0.030,0.030
43,0.045,0.030
44,0.075,0.025
45,0.095,0.025
46,0.120,0.020
47,0.135,0.020
48,0.170,0.005
49,0.195,0.010
50,0.220,0.000
51,0.235,0.000
52,0.265,0.000
53,0.280,0.000
54,0.310,0.000
55,0.325,0.000
56,0.325,-0.010
57,0.325,-0.005
58,0.325,-0.020
59,0.305,-0.030
60,0.275,-0.020
61,0.235,-0.010
62,0.175,0.000
63,0.100,0.000
64,0.030,0.005
65,-0.010,0.010
66,-0.060,0.020
67,-0.110,0.030
68,-0.135,0.030
69,-0.155,0.030
70,-0.180,0.025
71,-0.190,0.030
72,-0.190,0.025
73,-0.185,0.030
74,-0.180,0.025
75,-0.180,0.030
76,-0.165,0.020
77,-0.160,0.035
78,-0.145,0.015
79,-0.145,0.025
80,-0.145,0.020
81,-0.145,0.025
82,-0.145,0.015
83,-0.140,0.020
84,-0.125,0.020
85,-0.135,0.030
86,-0.090,0.035
87,-0.070,0.050
88,-0.040,0.065
89,-0.040,0.065
90,-0.015,0.020
91,-0.015,0.000
92,-0.015,0.000
93,-0.040,0.000
94,-0.065,0.000
95,-0.105,0.000
96,-0.135,0.005
97,-0.145,0.000
98,-0.150,0.010
99,-0.145,0.000
100,-0.145,0.005
101,-0.145,0.060
102,-0.145,0.140
103,-0.030,0.115
104,0.390,-0.155
105,1.075,-0.650
106,0.785,-0.745
107,-0.215,-0.450
108,-0.545,-0.225
109,-0.325,-0.070
110,-0.150,0.015
111,-0.110,0.045
112,-0.095,0.055
113,-0.090,0.070
114,-0.085,0.070
115,-0.075,0.075
116,-0.055,0.070
117,-0.045,0.070
118,-0.045,0.070
119,-0.040,0.065
120,-0.020,0.070
121,-0.015,0.050
122,0.000,0.050
123,0.000,0.045
124,0.005,0.050
125,0.040,0.040
126,0.050,0.045
127,0.075,0.030
128,0.090,0.040
129,0.120,0.020
130,0.130,0.020
131,0.170,0.005
132,0.180,0.015
133,0.225,0.005
134,0.245,0.005
135,0.280,0.000
136,0.295,0.000
137,0.320,0.000
138,0.325,0.000
139,0.345,0.000
140,0.340,-0.005
141,0.345,-0.010
142,0.335,-0.010
143,0.320,-0.010
144,0.280,-0.005
145,0.215,0.000
146,0.140,0.000
147,0.065,0.010
148,0.005,0.020
149,-0.040,0.025
150,-0.090,0.030
151,-0.125,0.030
152,-0.155,0.035
153,-0.180,0.030
154,-0.195,0.035
155,-0.195,0.035
156,-0.200,0.030
157,-0.195,0.025
158,-0.185,0.035
159,-0.180,0.030
160,-0.185,0.035
161,-0.165,0.025
162,-0.160,0.025
163,-0.145,0.015
164,-0.150,0.015
165,-0.145,0.010
166,-0.145,0.010
167,-0.145,0.010
168,-0.140,0.015
169,-0.120,0.025
170,-0.090,0.040
171,-0.070,0.060
172,-0.045,0.065
173,-0.040,0.030
174,-0.040,0.000
175,-0.035,0.000
176,-0.040,0.000
177,-0.085,0.000
178,-0.110,0.000
179,-0.135,0.010
180,-0.150,0.000
181,-0.170,0.010
182,-0.170,0.000
183,-0.170,0.010
184,-0.155,0.020
185,-0.175,0.110
186,-0.145,0.150
187,0.100,0.045
188,0.735,-0.400
189,1.030,-0.780
190,0.235,-0.615
191,-0.500,-0.330
192,-0.465,-0.160
193,-0.245,-0.025
194,-0.145,0.030
195,-0.125,0.060
196,-0.110,0.075
197,-0.100,0.075
198,-0.095,0.075
199,-0.085,0.075
200,-0.080,0.075
201,-0.070,0.080
202,-0.065,0.070
203,-0.055,0.080
204,-0.040,0.070
205,-0.030,0.075
206,-0.010,0.065
207,-0.005,0.075
208,0.000,0.065
209,0.000,0.065
210,0.025,0.045
211,0.035,0.050
212,0.065,0.025
213,0.080,0.030
214,0.105,0.020
215,0.125,0.020
216,0.160,0.005
217,0.175,0.005
218,0.205,0.000
219,0.240,0.000
220,0.270,0.000
221,0.295,0.000
222,0.310,-0.005
223,0.320,-0.020
224,0.325,-0.030
225,0.325,-0.035
226,0.310,-0.025
227,0.280,-0.030
228,0.230,-0.010
229,0.175,0.000
230,0.100,0.005
231,0.035,0.015
232,-0.010,0.025
233,-0.055,0.025
234,-0.105,0.025
235,-0.140,0.025
236,-0.165,0.025
237,-0.190,0.030
238,-0.200,0.025
239,-0.205,0.030
240,-0.195,0.025
241,-0.200,0.030
242,-0.195,0.030
243,-0.190,0.025
244,-0.180,0.025
245,-0.175,0.030
246,-0.170,0.025
247,-0.165,0.025
248,-0.150,0.025
249,-0.145,0.025
250,-0.145,0.025
251,-0.140,0.025
252,-0.110,0.045
253,-0.080,0.050
