'sample interval','ECG0','ECG1'
'0.0078125 sec','mV','mV'
0,-0.050,0.005
1,-0.090,0.015
2,-0.095,0.010
3,-0.140,0.020
4,-0.140,0.015
5,-0.150,0.020
6,-0.145,0.020
7,-0.145,0.020
8,-0.145,0.020
9,-0.145,0.020
10,-0.130,0.015
11,-0.130,0.020
12,-0.115,0.015
13,-0.115,0.015
14,-0.100,0.015
15,-0.095,0.020
16,-0.100,0.020
17,-0.100,0.015
18,-0.100,0.020
19,-0.095,0.025
20,-0.075,0.030
21,-0.050,0.040
22,-0.025,0.060
23,-0.005,0.075
24,0.000,0.050
25,0.000,0.020
26,0.000,0.000
27,0.000,0.005
28,-0.020,0.005
29,-0.060,0.010
30,-0.100,0.005
31,-0.140,0.015
32,-0.140,0.005
33,-0.140,0.015
34,-0.130,0.010
35,-0.135,0.020
36,-0.135,0.065
37,-0.160,0.170
38,-0.045,0.140
39,0.395,-0.060
40,1.215,-0.665
41,1.045,-0.840
42,-0.330,-0.415
43,-0.600,-0.265
44,-0.375,-0.075
45,-0.195,0.010
46,-0.150,0.060
47,-0.140,0.065
48,-0.130,0.080
49,-0.100,0.070
50,-0.110,0.080
51,-0.095,0.075
52,-0.095,0.080
53,-0.075,0.070
54,-0.080,0.075
55,-0.055,0.065
56,-0.045,0.075
57,-0.030,0.060
58,-0.030,0.055
59,-0.010,0.050
60,0.000,0.050
61,0.010,0.040
62,0.025,0.035
63,0.050,0.030
64,0.085,0.025
65,0.115,0.025
66,0.150,0.010
67,0.190,0.005
68,0.235,0.000
69,0.285,0.000
70,0.330,0.000
71,0.355,0.000
72,0.375,0.000
73,0.380,-0.010
74,0.360,-0.005
75,0.345,-0.010
76,0.315,-0.010
77,0.265,-0.010
78,0.195,0.000
79,0.145,0.000
80,0.060,0.000
81,0.025,0.000
82,-0.010,0.005
83,-0.045,0.005
84,-0.090,0.015
85,-0.100,0.005
86,-0.135,0.010
87,-0.140,0.005
88,-0.145,0.015
89,-0.145,0.010
90,-0.145,0.010
91,-0.145,0.010
92,-0.145,0.010
93,-0.130,0.025
94,-0.130,0.010
95,-0.120,0.010
96,-0.105,0.010
97,-0.100,0.015
98,-0.095,0.005
99,-0.095,0.015
100,-0.100,0.015
101,-0.100,0.020
102,-0.090,0.025
103,-0.075,0.035
104,-0.040,0.045
105,-0.015,0.060
106,-0.005,0.060
107,0.000,0.040
