'sample interval','ECG0','ECG1'
'0.0078125 sec','mV','mV'
0,-0.195,-0.095
1,-0.175,-0.085
2,-0.175,-0.095
3,-0.185,-0.095
4,-0.165,-0.085
5,-0.185,-0.105
6,-0.195,-0.105
7,-0.215,-0.125
8,-0.105,-0.055
9,-0.085,-0.055
10,-0.055,-0.075
11,-0.015,-0.115
12,-0.115,-0.125
13,-0.115,-0.085
14,-0.135,-0.115
15,-0.145,-0.125
16,-0.175,-0.085
17,-0.155,-0.085
18,-0.165,-0.095
19,-0.175,-0.095
20,-0.155,-0.095
21,-0.155,-0.085
22,-0.155,-0.085
23,-0.165,-0.095
24,-0.155,-0.085
25,-0.135,-0.085
26,-0.155,-0.085
27,-0.155,-0.095
28,-0.135,-0.085
29,-0.125,-0.085
30,-0.105,-0.065
31,-0.095,-0.025
32,-0.365,0.125
33,-0.525,0.175
34,-0.015,-0.345
35,1.425,-1.155
36,2.355,-0.605
37,2.765,-0.505
38,1.665,-0.475
39,0.185,-0.075
40,-0.025,0.045
41,-0.015,0.055
42,-0.095,0.015
43,-0.145,0.005
44,-0.155,0.005
45,-0.165,0.015
46,-0.165,0.015
47,-0.175,0.005
48,-0.165,0.005
49,-0.155,0.015
50,-0.165,0.015
51,-0.155,0.005
52,-0.145,-0.005
53,-0.145,-0.005
54,-0.145,0.005
55,-0.135,-0.005
56,-0.125,-0.005
57,-0.085,0.005
58,-0.095,-0.005
59,-0.075,-0.025
60,-0.055,-0.015
61,-0.025,-0.005
62,0.015,0.005
63,0.025,-0.005
64,0.075,0.005
65,0.135,0.005
66,0.185,0.015
67,0.235,-0.005
68,0.295,0.005
69,0.355,0.005
70,0.405,0.005
71,0.465,0.005
72,0.525,0.005
73,0.595,0.025
74,0.595,0.025
75,0.545,0.025
76,0.465,0.025
77,0.345,0.025
78,0.225,0.005
79,0.075,-0.025
80,-0.035,-0.035
81,-0.105,-0.035
82,-0.155,-0.055
83,-0.195,-0.085
84,-0.205,-0.075
85,-0.205,-0.075
86,-0.215,-0.065
87,-0.225,-0.075
88,-0.215,-0.065
