'sample interval','ECG0','ECG1'
'0.0078125 sec','mV','mV'
0,0.420,0.510
1,0.280,0.460
2,0.310,0.330
3,0.170,0.230
4,0.100,0.150
5,0.030,0.030
6,-0.010,-0.020
7,-0.020,0.020
8,-0.020,-0.050
9,-0.110,-0.060
10,-0.060,-0.010
11,-0.060,-0.040
12,-0.120,-0.060
13,-0.140,-0.040
14,-0.110,-0.070
15,-0.110,-0.120
16,-0.090,-0.070
17,-0.080,-0.030
18,-0.100,-0.110
19,-0.110,-0.090
20,-0.130,-0.020
21,-0.090,-0.030
22,-0.100,0.000
23,-0.150,-0.060
24,-0.100,-0.010
25,-0.240,-0.050
26,-0.070,-0.100
27,-0.090,0.090
28,-0.150,-0.030
29,-0.150,-0.030
30,-0.030,-0.010
31,-0.070,-0.020
32,-0.110,0.060
33,-0.060,-0.030
34,-0.150,0.010
35,-0.110,-0.040
36,-0.100,-0.040
37,-0.170,-0.070
38,-0.120,-0.020
39,-0.170,-0.100
40,-0.110,-0.080
41,-0.100,-0.070
42,-0.160,-0.070
43,-0.160,-0.030
44,-0.110,-0.050
45,-0.150,-0.050
46,-0.200,-0.060
47,-0.100,-0.100
48,-0.010,-0.010
49,0.040,0.040
50,-0.020,0.080
51,0.060,0.020
52,0.190,0.100
53,0.130,0.150
54,0.100,0.070
55,0.220,0.040
56,0.200,0.020
57,0.100,0.090
58,-0.060,0.040
59,-0.170,-0.060
60,-0.310,-0.100
61,-0.320,-0.180
62,-0.300,-0.150
63,-0.270,-0.190
64,-0.400,-0.140
65,-0.360,-0.190
66,-0.400,-0.140
67,-0.370,-0.190
68,-0.390,-0.140
69,-0.430,-0.160
70,-0.400,-0.140
71,-0.460,-0.170
72,-0.770,-0.150
73,-0.660,0.020
74,0.570,0.680
75,2.040,1.140
76,2.890,0.100
77,1.790,-1.420
78,-0.220,-1.930
79,0.120,-2.410
80,-0.190,-0.890
81,-0.330,-0.440
82,-0.300,-0.140
83,-0.330,-0.100
84,-0.420,-0.030
85,-0.370,-0.060
86,-0.330,0.020
87,-0.350,0.070
88,-0.360,0.040
89,-0.340,0.070
90,-0.330,0.100
91,-0.270,0.100
92,-0.350,0.160
93,-0.360,0.130
94,-0.330,0.120
95,-0.280,0.150
96,-0.280,0.210
97,-0.240,0.200
98,-0.240,0.260
99,-0.230,0.280
100,-0.190,0.310
101,-0.190,0.340
102,-0.200,0.380
103,-0.120,0.390
104,-0.070,0.470
