'sample interval','ECG0','ECG1'
'0.0078125 sec','mV','mV'
0,-0.115,0.010
1,-0.110,0.010
2,-0.115,0.010
3,-0.115,0.010
4,-0.110,0.000
5,-0.110,0.000
6,-0.110,0.005
7,-0.115,0.010
8,-0.125,0.010
9,-0.125,0.005
10,-0.140,0.005
11,-0.145,0.000
12,-0.145,0.000
13,-0.155,0.000
14,-0.160,0.000
15,-0.180,0.000
16,-0.200,0.000
17,-0.210,-0.005
18,-0.215,-0.010
19,-0.215,-0.015
20,-0.200,-0.015
21,-0.195,-0.025
22,-0.185,-0.030
23,-0.180,-0.030
24,-0.185,-0.030
25,-0.160,-0.030
26,-0.135,-0.030
27,-0.120,-0.030
28,-0.110,-0.030
29,-0.080,-0.025
30,-0.035,-0.015
31,-0.025,-0.005
32,-0.015,0.000
33,0.000,0.000
34,0.015,0.000
35,0.025,0.000
36,0.040,0.005
37,0.050,0.010
38,0.050,0.010
39,0.050,0.010
40,0.055,0.010
41,0.045,0.015
42,0.055,0.010
43,0.055,0.010
44,0.055,0.010
45,0.035,0.010
46,0.040,0.005
47,0.040,0.005
48,0.040,0.005
49,0.030,0.010
50,0.030,0.005
51,0.035,0.000
52,0.035,0.000
53,0.020,0.000
54,0.030,0.000
55,0.040,0.000
56,0.015,0.000
57,0.005,0.000
58,0.010,0.000
59,0.020,0.000
60,0.015,0.000
61,0.010,0.000
62,0.015,0.000
63,0.020,0.000
64,0.020,0.000
65,0.020,0.000
66,0.010,0.000
67,0.000,0.000
68,0.000,0.000
69,0.005,0.000
70,0.005,0.000
71,0.000,0.000
72,0.000,0.000
73,0.005,0.000
74,0.000,0.000
75,0.000,0.000
76,0.000,0.000
77,0.000,0.000
78,0.000,0.000
79,0.000,0.000
80,0.000,0.000
81,0.000,0.000
82,0.000,0.000
83,-0.005,0.000
84,0.000,0.000
85,0.000,0.000
86,0.000,0.000
87,-0.005,0.000
88,0.000,0.000
89,0.000,0.000
90,0.000,0.000
91,0.000,0.000
92,-0.005,0.000
93,-0.010,0.000
94,-0.010,0.000
95,-0.010,0.000
96,0.000,0.000
97,0.000,0.000
98,0.000,0.000
99,-0.010,0.000
100,-0.015,0.000
101,-0.005,0.000
102,0.000,0.000
103,0.005,0.000
104,0.025,0.000
105,0.040,0.010
106,0.035,0.010
107,0.015,0.005
108,-0.005,0.000
109,-0.015,0.000
110,-0.020,0.000
111,-0.015,0.000
112,-0.010,0.000
113,-0.010,0.000
114,-0.020,0.000
115,-0.025,0.000
116,-0.030,0.000
117,-0.020,0.000
118,-0.020,0.000
119,-0.015,0.000
120,0.005,0.000
121,0.080,0.000
122,0.070,0.020
123,0.105,0.105
124,0.160,0.250
125,0.200,0.280
126,0.130,0.060
127,0.175,-0.055
128,0.300,-0.055
129,0.465,-0.055
130,0.620,-0.075
131,0.745,-0.160
132,0.770,-0.230
133,0.825,-0.250
134,0.480,-0.190
135,0.110,-0.100
136,-0.040,-0.035
137,-0.100,-0.005
138,-0.125,0.000
139,-0.130,0.000
140,-0.135,0.000
141,-0.135,0.000
142,-0.140,0.005
143,-0.145,0.005
144,-0.145,0.005
145,-0.135,0.000
146,-0.135,0.000
147,-0.140,0.000
148,-0.135,0.005
149,-0.135,0.000
150,-0.135,0.000
151,-0.130,0.000
152,-0.130,0.000
153,-0.135,0.000
154,-0.145,0.000
155,-0.135,0.005
156,-0.130,0.005
157,-0.130,0.005
158,-0.125,0.010
159,-0.125,0.010
160,-0.130,0.010
161,-0.130,0.010
162,-0.130,0.010
163,-0.135,0.005
164,-0.135,0.005
165,-0.145,0.010
166,-0.145,0.010
167,-0.160,0.005
168,-0.160,0.000
169,-0.160,0.000
170,-0.185,0.000
171,-0.210,0.000
172,-0.205,0.000
173,-0.205,0.000
174,-0.205,0.000
175,-0.220,0.000
176,-0.220,-0.005
177,-0.220,-0.010
178,-0.220,-0.015
179,-0.220,-0.020
180,-0.215,-0.025
181,-0.205,-0.025
182,-0.185,-0.030
183,-0.155,-0.030
184,-0.130,-0.030
185,-0.115,-0.030
186,-0.105,-0.020
187,-0.070,-0.010
188,-0.035,-0.010
189,-0.015,-0.005
190,-0.005,0.000
191,0.000,0.000
192,0.005,0.000
193,0.010,0.000
194,0.020,0.000
195,0.035,0.010
196,0.045,0.010
197,0.045,0.010
198,0.040,0.010
199,0.045,0.010
200,0.045,0.010
201,0.045,0.010
202,0.030,0.010
203,0.030,0.010
204,0.035,0.005
205,0.035,0.000
206,0.025,0.000
207,0.015,0.000
208,0.020,0.000
209,0.025,0.000
210,0.020,0.000
211,0.020,0.000
212,0.020,0.000
213,0.015,0.000
214,0.015,0.000
215,0.020,0.000
216,0.020,0.000
217,0.015,0.000
218,0.000,0.000
219,0.000,0.000
220,0.010,0.000
221,0.005,0.000
222,0.005,0.000
223,0.005,0.000
224,0.005,0.000
225,0.015,0.000
226,0.005,0.000
227,0.000,0.000
228,0.005,0.000
229,0.010,0.000
230,0.000,0.000
231,0.000,0.000
232,0.010,0.000
233,0.005,0.000
234,0.010,0.000
235,0.005,0.000
236,0.000,0.000
237,0.000,0.000
238,0.000,0.000
239,0.000,0.000
240,0.005,0.000
241,0.005,0.000
242,0.000,0.000
243,0.000,0.000
244,0.000,0.000
245,0.000,0.000
246,-0.005,0.000
247,0.000,0.000
248,0.000,0.000
249,0.000,0.000
250,0.000,0.000
251,0.000,0.000
252,0.000,0.000
253,0.000,0.000
254,0.000,0.000
255,0.000,0.000
256,-0.010,0.000
257,0.000,0.000
258,0.000,0.000
259,0.000,0.000
260,0.005,0.000
261,0.025,0.000
262,0.030,0.000
263,0.045,0.005
264,0.035,0.010
265,0.005,0.010
266,-0.005,0.000
267,-0.020,0.000
268,-0.015,0.000
269,0.000,0.000
270,0.000,0.000
271,-0.010,0.000
272,-0.015,0.000
273,-0.015,0.000
274,-0.015,0.000
275,-0.020,0.000
276,-0.020,0.000
277,-0.020,0.000
278,0.005,0.000
279,0.040,0.000
280,0.060,0.040
281,0.110,0.145
282,0.165,0.255
283,0.150,0.230
284,0.115,0.060
285,0.170,-0.050
286,0.310,-0.055
287,0.460,-0.060
288,0.600,-0.100
289,0.710,-0.160
290,0.765,-0.230
291,0.765,-0.240
292,0.450,-0.185
293,0.095,-0.090
294,-0.065,-0.020
295,-0.120,0.000
296,-0.135,0.000
297,-0.145,0.010
298,-0.155,0.010
299,-0.145,0.010
300,-0.145,0.010
301,-0.150,0.010
302,-0.145,0.010
303,-0.145,0.010
304,-0.145,0.010
305,-0.145,0.010
306,-0.160,0.010
307,-0.145,0.010
308,-0.145,0.010
309,-0.145,0.010
310,-0.145,0.010
311,-0.145,0.010
312,-0.150,0.010
313,-0.160,0.010
314,-0.150,0.010
315,-0.145,0.010
316,-0.150,0.010
317,-0.155,0.015
318,-0.155,0.015
319,-0.155,0.015
320,-0.160,0.015
321,-0.160,0.010
322,-0.150,0.015
323,-0.150,0.010
324,-0.165,0.010
325,-0.170,0.010
326,-0.170,0.010
327,-0.185,0.010
328,-0.195,0.000
329,-0.220,0.000
330,-0.225,0.000
331,-0.225,0.000
332,-0.225,0.000
333,-0.235,-0.005
334,-0.245,-0.005
335,-0.235,-0.005
336,-0.245,-0.020
337,-0.235,-0.025
338,-0.220,-0.025
339,-0.215,-0.020
340,-0.210,-0.015
341,-0.175,-0.015
342,-0.180,-0.025
343,-0.145,-0.030
344,-0.120,-0.030
345,-0.105,-0.015
346,-0.080,-0.010
347,-0.045,-0.005
348,-0.030,0.000
349,-0.015,0.000
350,0.000,0.000
351,0.000,0.000
352,0.005,0.005
353,0.010,0.010
354,0.010,0.010
355,0.025,0.015
356,0.025,0.020
357,0.025,0.025
358,0.025,0.020
359,0.020,0.020
360,0.020,0.025
361,0.020,0.030
362,0.010,0.015
363,0.005,0.010
364,0.005,0.015
365,0.000,0.010
366,0.000,0.010
367,0.005,0.010
368,0.010,0.005
369,0.010,0.005
370,0.005,0.010
371,0.000,0.010
372,0.000,0.010
373,0.000,0.010
374,0.000,0.005
375,0.000,0.005
376,-0.010,0.005
377,-0.010,0.005
378,0.000,0.000
379,0.000,0.000
380,-0.005,0.000
381,-0.005,0.000
382,0.000,0.000
383,0.000,0.000
384,0.000,0.000
385,0.000,0.000
386,0.000,0.005
387,0.000,0.005
388,0.000,0.000
389,-0.010,0.000
390,-0.005,0.000
391,0.010,0.000
392,0.005,0.005
393,-0.005,0.000
394,-0.005,0.000
395,0.000,0.000
396,0.000,0.005
397,0.000,0.000
398,-0.005,0.000
399,0.000,0.000
400,0.000,0.000
401,0.000,0.000
402,-0.005,0.005
403,0.000,0.005
404,0.000,0.000
405,0.000,0.000
406,0.000,0.000
407,0.000,0.000
408,-0.005,0.000
409,0.000,0.000
410,0.000,0.000
411,0.000,0.000
412,0.000,0.000
413,0.000,0.000
414,-0.010,0.000
415,0.000,0.000
416,0.000,0.000
417,0.005,0.000
418,-0.005,0.000
419,0.000,0.000
420,0.000,0.000
421,0.025,0.000
422,0.025,0.005
423,0.030,0.010
424,0.015,0.010
425,0.000,0.010
426,-0.010,0.010
427,-0.010,0.010
428,-0.010,0.000
429,-0.010,0.005
430,0.000,0.010
431,0.000,0.000
432,-0.010,0.000
433,-0.010,0.000
434,0.000,0.000
435,-0.020,0.000
436,-0.005,0.000
