'sample interval','ECG0','ECG1'
'0.0078125 sec','mV','mV'
0,0.060,-0.020
1,0.060,-0.030
2,0.075,-0.040
3,0.080,-0.065
4,0.095,-0.070
5,0.105,-0.095
6,0.115,-0.120
7,0.125,-0.140
8,0.135,-0.160
9,0.140,-0.180
10,0.140,-0.200
11,0.125,-0.210
12,0.115,-0.225
13,0.100,-0.240
14,0.080,-0.230
15,0.055,-0.220
16,0.030,-0.200
17,0.005,-0.170
18,0.000,-0.135
19,-0.010,-0.090
20,-0.040,-0.050
21,-0.055,-0.015
22,-0.055,0.000
23,-0.055,0.000
24,-0.065,0.015
25,-0.080,0.035
26,-0.075,0.045
27,-0.060,0.050
28,-0.055,0.050
29,-0.055,0.055
30,-0.055,0.050
31,-0.050,0.050
32,-0.045,0.065
33,-0.040,0.070
34,-0.050,0.065
35,-0.055,0.065
36,-0.055,0.065
37,-0.055,0.070
38,-0.055,0.060
39,-0.055,0.055
40,-0.055,0.055
41,-0.055,0.050
42,-0.055,0.050
43,-0.060,0.050
44,-0.055,0.050
45,-0.055,0.050
46,-0.065,0.050
47,-0.055,0.050
48,-0.055,0.050
49,-0.055,0.050
50,-0.055,0.050
51,-0.055,0.045
52,-0.055,0.040
53,-0.055,0.040
54,-0.055,0.045
55,-0.055,0.040
56,-0.055,0.040
57,-0.055,0.030
58,-0.055,0.035
59,-0.055,0.040
60,-0.055,0.030
61,-0.045,0.030
62,-0.040,0.035
63,-0.030,0.030
64,-0.020,0.025
65,-0.020,0.020
66,-0.040,0.010
67,-0.050,0.005
68,-0.055,0.000
69,-0.055,0.000
70,-0.055,0.000
71,-0.055,0.000
72,-0.055,0.000
73,-0.065,0.000
74,-0.050,0.000
75,-0.045,0.005
76,-0.055,0.030
77,-0.055,0.045
78,-0.060,0.050
79,-0.065,0.045
80,-0.055,0.045
81,-0.050,0.050
82,-0.035,0.045
83,-0.045,0.035
84,-0.115,0.000
85,-0.050,-0.085
86,0.285,-0.210
87,0.695,-0.330
88,0.975,-0.395
89,0.670,-0.270
90,0.120,-0.035
91,-0.195,0.165
92,-0.235,0.175
93,-0.140,0.125
94,-0.045,0.080
95,-0.005,0.075
96,0.000,0.070
97,0.000,0.055
98,0.000,0.055
99,0.000,0.050
100,0.000,0.050
101,0.000,0.050
102,0.010,0.045
103,0.015,0.040
104,0.020,0.030
105,0.020,0.025
106,0.030,0.015
107,0.040,0.010
108,0.040,0.000
109,0.050,0.000
110,0.055,0.000
111,0.060,-0.010
112,0.070,-0.020
113,0.080,-0.030
114,0.080,-0.040
115,0.095,-0.060
116,0.120,-0.075
117,0.135,-0.090
118,0.140,-0.120
119,0.140,-0.140
120,0.140,-0.160
121,0.135,-0.170
122,0.130,-0.185
123,0.125,-0.210
124,0.120,-0.230
125,0.100,-0.230
126,0.095,-0.230
127,0.070,-0.210
128,0.050,-0.190
129,0.015,-0.145
130,0.000,-0.100
131,0.000,-0.065
132,-0.020,-0.035
133,-0.030,0.000
134,-0.045,0.010
135,-0.050,0.030
136,-0.055,0.045
137,-0.055,0.050
138,-0.055,0.055
139,-0.045,0.070
140,-0.050,0.075
141,-0.055,0.075
142,-0.040,0.075
143,-0.035,0.075
144,-0.035,0.080
145,-0.045,0.075
146,-0.050,0.075
147,-0.040,0.075
148,-0.035,0.080
149,-0.040,0.085
150,-0.050,0.080
151,-0.050,0.070
152,-0.045,0.070
153,-0.050,0.075
154,-0.035,0.075
155,-0.025,0.075
156,-0.030,0.075
157,-0.040,0.075
158,-0.045,0.075
159,-0.045,0.075
160,-0.035,0.070
161,-0.035,0.055
162,-0.035,0.055
163,-0.035,0.065
164,-0.040,0.070
165,-0.045,0.055
166,-0.035,0.070
167,-0.050,0.065
168,-0.040,0.065
169,-0.040,0.060
170,-0.030,0.055
171,-0.030,0.050
172,-0.025,0.065
173,-0.030,0.070
174,-0.020,0.055
175,-0.020,0.050
176,-0.030,0.040
177,-0.035,0.030
178,-0.035,0.020
179,-0.045,0.015
180,-0.050,0.010
181,-0.055,0.005
182,-0.055,0.000
183,-0.055,0.000
184,-0.035,0.005
185,-0.020,0.020
186,-0.015,0.040
187,-0.015,0.055
188,-0.015,0.065
189,-0.025,0.055
190,-0.025,0.060
191,-0.015,0.065
192,-0.015,0.070
193,-0.020,0.065
194,-0.055,0.030
195,-0.050,-0.020
196,0.160,-0.105
197,0.560,-0.210
198,0.930,-0.290
199,0.970,-0.270
200,0.500,-0.110
201,0.000,0.075
202,-0.230,0.200
203,-0.215,0.175
204,-0.100,0.120
205,-0.020,0.095
206,0.000,0.085
207,0.000,0.075
208,0.000,0.075
209,0.000,0.070
210,0.000,0.065
211,0.000,0.060
212,0.005,0.055
213,0.005,0.050
214,0.005,0.050
215,0.015,0.045
216,0.020,0.035
217,0.020,0.035
218,0.025,0.015
219,0.030,0.015
220,0.035,0.015
221,0.050,0.000
222,0.055,0.000
223,0.060,-0.005
224,0.060,-0.015
225,0.070,-0.030
226,0.085,-0.045
227,0.105,-0.065
228,0.115,-0.075
229,0.120,-0.090
230,0.125,-0.115
231,0.130,-0.135
232,0.125,-0.150
233,0.120,-0.170
234,0.105,-0.185
235,0.090,-0.190
236,0.075,-0.195
237,0.065,-0.190
238,0.045,-0.170
239,0.020,-0.140
240,0.000,-0.100
241,-0.010,-0.055
242,-0.035,-0.020
243,-0.045,0.000
244,-0.055,0.020
245,-0.070,0.035
246,-0.080,0.050
247,-0.090,0.055
248,-0.090,0.065
249,-0.080,0.075
250,-0.080,0.075
251,-0.080,0.075
252,-0.080,0.075
253,-0.075,0.070
254,-0.065,0.070
255,-0.065,0.075
256,-0.065,0.075
257,-0.055,0.075
258,-0.055,0.065
259,-0.055,0.065
260,-0.060,0.060
261,-0.075,0.050
262,-0.080,0.055
263,-0.080,0.055
264,-0.080,0.055
265,-0.080,0.055
266,-0.080,0.050
267,-0.080,0.050
268,-0.080,0.050
269,-0.080,0.050
270,-0.080,0.050
271,-0.070,0.050
272,-0.075,0.050
273,-0.070,0.050
274,-0.075,0.050
275,-0.080,0.050
276,-0.080,0.050
277,-0.080,0.050
278,-0.080,0.050
279,-0.075,0.045
280,-0.065,0.045
281,-0.055,0.040
282,-0.055,0.040
283,-0.055,0.035
284,-0.055,0.030
285,-0.050,0.025
286,-0.050,0.020
287,-0.055,0.015
288,-0.070,0.005
289,-0.090,0.000
290,-0.090,0.000
291,-0.085,0.000
292,-0.080,0.000
293,-0.090,0.000
294,-0.085,0.000
295,-0.065,0.000
296,-0.065,0.010
297,-0.080,0.045
298,-0.080,0.045
299,-0.080,0.045
300,-0.070,0.050
301,-0.060,0.050
302,-0.055,0.050
303,-0.055,0.040
304,-0.075,0.015
