'sample interval','ECG0','ECG1'
'0.0078125 sec','mV','mV'
0,-0.175,-0.115
1,-0.155,-0.105
2,-0.175,-0.095
3,-0.175,-0.105
4,-0.155,-0.095
5,-0.105,-0.075
6,-0.125,-0.065
7,-0.505,0.045
8,-0.695,0.225
9,-0.145,0.375
10,1.585,0.115
11,2.875,-0.525
12,3.305,-0.975
13,1.685,-1.115
14,0.215,-0.675
15,-0.125,-0.165
16,-0.175,-0.005
17,-0.195,0.005
18,-0.225,-0.035
19,-0.235,-0.035
20,-0.225,-0.025
21,-0.225,-0.015
22,-0.225,-0.025
23,-0.225,-0.025
24,-0.215,-0.015
25,-0.215,-0.015
26,-0.215,-0.015
27,-0.215,-0.025
28,-0.225,-0.025
29,-0.205,-0.015
30,-0.185,-0.035
31,-0.195,-0.025
32,-0.185,-0.025
33,-0.175,-0.015
34,-0.155,-0.025
35,-0.145,-0.035
36,-0.135,-0.035
37,-0.135,-0.025
38,-0.115,-0.035
39,-0.085,-0.045
40,-0.065,-0.035
41,-0.035,-0.025
42,0.015,-0.025
43,0.065,-0.035
44,0.105,-0.025
45,0.185,-0.025
46,0.245,-0.035
47,0.325,-0.045
48,0.385,-0.025
49,0.435,-0.025
50,0.485,-0.025
51,0.545,-0.025
52,0.545,-0.025
53,0.495,-0.005
54,0.345,0.005
55,0.195,0.005
56,0.075,0.025
57,-0.035,0.025
58,-0.125,0.015
59,-0.195,0.015
60,-0.205,0.025
61,-0.225,0.025
62,-0.245,0.005
63,-0.245,-0.005
64,-0.265,-0.005
65,-0.265,0.005
66,-0.275,-0.005
67,-0.265,-0.015
68,-0.265,-0.015
69,-0.245,0.005
70,-0.235,-0.005
71,-0.235,-0.015
72,-0.235,-0.005
73,-0.235,0.005
74,-0.235,-0.015
75,-0.225,-0.025
76,-0.225,-0.005
77,-0.235,0.005
78,-0.245,-0.005
79,-0.245,-0.015
80,-0.225,-0.015
81,-0.215,-0.015
82,-0.235,-0.015
83,-0.245,-0.025
84,-0.235,-0.035
85,-0.225,-0.015
86,-0.245,-0.025
87,-0.255,-0.045
88,-0.245,-0.035
89,-0.235,-0.025
90,-0.235,-0.045
91,-0.235,-0.045
92,-0.245,-0.035
93,-0.245,-0.035
94,-0.235,-0.045
95,-0.245,-0.055
96,-0.225,-0.045
97,-0.235,-0.035
98,-0.235,-0.035
99,-0.245,-0.045
100,-0.225,-0.045
101,-0.245,-0.035
102,-0.235,-0.045
103,-0.235,-0.035
104,-0.245,-0.025
105,-0.195,-0.015
106,-0.185,0.025
107,-0.135,0.045
108,-0.055,0.035
109,-0.085,0.015
110,-0.135,-0.065
111,-0.145,-0.065
112,-0.145,-0.045
113,-0.185,-0.045
114,-0.215,-0.065
115,-0.195,-0.085
116,-0.195,-0.065
117,-0.185,-0.065
118,-0.175,-0.075
119,-0.165,-0.075
120,-0.155,-0.065
121,-0.155,-0.045
122,-0.115,-0.045
123,-0.445,0.045
124,-0.695,0.225
125,-0.265,0.365
126,1.325,0.335
127,2.825,-0.245
128,3.405,-0.765
129,2.035,-1.055
130,0.225,-0.745
131,-0.095,-0.255
132,-0.135,-0.005
133,-0.135,0.035
134,-0.185,-0.005
135,-0.225,-0.015
136,-0.235,0.005
137,-0.215,0.005
138,-0.225,0.015
139,-0.215,0.005
140,-0.205,0.005
141,-0.205,0.025
142,-0.205,0.005
143,-0.205,0.005
144,-0.195,0.005
145,-0.185,0.005
146,-0.175,-0.005
147,-0.175,-0.005
148,-0.165,-0.015
149,-0.145,-0.005
150,-0.145,-0.015
151,-0.145,-0.025
152,-0.115,-0.015
153,-0.095,-0.015
154,-0.075,-0.025
155,-0.075,-0.035
156,-0.035,-0.035
157,0.005,-0.025
158,0.025,-0.035
159,0.065,-0.045
160,0.125,-0.035
161,0.195,-0.025
162,0.245,-0.035
163,0.315,-0.045
164,0.375,-0.045
165,0.455,-0.025
166,0.505,-0.035
167,0.545,-0.045
168,0.585,-0.035
169,0.575,-0.015
170,0.455,-0.005
171,0.325,-0.005
172,0.185,0.015
173,0.065,0.025
174,-0.055,0.025
175,-0.115,0.005
176,-0.155,0.005
177,-0.175,0.025
178,-0.175,0.005
179,-0.185,0.005
180,-0.185,-0.005
181,-0.185,0.015
182,-0.175,-0.005
183,-0.175,-0.015
184,-0.165,-0.005
185,-0.155,0.005
186,-0.155,-0.005
187,-0.155,-0.015
188,-0.145,-0.015
189,-0.145,0.005
190,-0.135,-0.015
191,-0.155,-0.025
192,-0.135,-0.015
193,-0.145,-0.015
194,-0.155,-0.025
195,-0.155,-0.025
196,-0.155,-0.025
197,-0.165,-0.015
198,-0.175,-0.025
199,-0.175,-0.035
200,-0.165,-0.025
201,-0.175,-0.015
202,-0.195,-0.035
203,-0.195,-0.045
204,-0.195,-0.045
205,-0.185,-0.025
206,-0.185,-0.045
207,-0.185,-0.055
208,-0.195,-0.055
209,-0.175,-0.045
210,-0.175,-0.045
211,-0.165,-0.055
212,-0.175,-0.055
213,-0.165,-0.055
214,-0.155,-0.055
215,-0.165,-0.065
216,-0.155,-0.065
217,-0.165,-0.055
218,-0.155,-0.065
219,-0.155,-0.065
220,-0.145,-0.065
221,-0.145,-0.055
222,-0.145,-0.065
223,-0.165,-0.055
224,-0.125,-0.045
225,-0.105,-0.005
226,-0.085,0.015
227,-0.015,0.005
228,0.015,0.015
229,-0.085,-0.065
230,-0.095,-0.095
231,-0.095,-0.075
232,-0.105,-0.075
233,-0.145,-0.065
234,-0.175,-0.095
235,-0.155,-0.115
236,-0.145,-0.095
237,-0.135,-0.085
238,-0.135,-0.095
239,-0.115,-0.095
240,-0.095,-0.095
241,-0.065,-0.075
242,-0.325,-0.015
243,-0.655,0.185
244,-0.405,0.335
245,1.015,0.225
246,2.695,-0.375
247,3.345,-0.915
248,2.585,-1.225
249,0.615,-0.865
250,0.025,-0.325
