'sample interval','ECG0','ECG1'
'0.0078125 sec','mV','mV'
0,-0.595,-0.505
1,-0.585,-0.515
2,-0.585,-0.535
3,-0.575,-0.545
4,-0.555,-0.525
5,-0.585,-0.525
6,-0.595,-0.555
7,-0.595,-0.555
8,-0.615,-0.525
9,-0.605,-0.515
10,-0.615,-0.515
11,-0.595,-0.495
12,-0.615,-0.515
13,-0.645,-0.505
14,-0.665,-0.535
15,-0.615,-0.535
16,-0.595,-0.535
17,-0.655,-0.515
18,-0.625,-0.565
19,-0.645,-0.525
20,-0.645,-0.525
21,-0.625,-0.535
22,-0.565,-0.485
23,-0.675,-0.545
24,-0.645,-0.545
25,-0.625,-0.535
26,-0.665,-0.545
27,-0.665,-0.575
28,-0.615,-0.545
29,-0.645,-0.565
30,-0.685,-0.575
31,-0.695,-0.555
32,-0.705,-0.535
33,-0.695,-0.585
34,-0.695,-0.585
35,-0.705,-0.605
36,-0.715,-0.585
37,-0.695,-0.615
38,-0.665,-0.615
39,-0.685,-0.605
40,-0.675,-0.625
41,-0.695,-0.635
42,-0.675,-0.625
43,-0.615,-0.605
44,-0.685,-0.655
45,-0.705,-0.665
46,-0.635,-0.625
47,-0.655,-0.625
48,-0.645,-0.665
49,-0.635,-0.645
50,-0.565,-0.615
51,-0.535,-0.515
52,-0.525,-0.525
53,-0.445,-0.525
54,-0.335,-0.485
55,-0.365,-0.505
56,-0.355,-0.555
57,-0.395,-0.615
58,-0.455,-0.675
59,-0.525,-0.665
60,-0.565,-0.685
61,-0.585,-0.735
62,-0.565,-0.745
63,-0.545,-0.705
64,-0.545,-0.665
65,-0.455,-0.575
66,-0.205,-0.665
67,0.415,-0.815
68,0.955,-0.915
69,0.145,-1.315
70,-0.965,-1.415
71,-1.165,-1.045
72,-0.915,-0.775
73,-0.615,-0.715
74,-0.555,-0.705
75,-0.505,-0.695
76,-0.555,-0.695
77,-0.575,-0.715
78,-0.485,-0.695
79,-0.535,-0.675
80,-0.535,-0.695
81,-0.485,-0.675
82,-0.495,-0.685
83,-0.455,-0.665
84,-0.455,-0.675
85,-0.435,-0.685
86,-0.425,-0.695
87,-0.385,-0.625
88,-0.345,-0.665
89,-0.325,-0.655
90,-0.315,-0.675
91,-0.265,-0.675
92,-0.205,-0.685
93,-0.185,-0.705
94,-0.145,-0.705
95,-0.085,-0.685
96,-0.125,-0.675
97,-0.165,-0.685
98,-0.185,-0.715
99,-0.155,-0.705
100,-0.155,-0.665
101,-0.145,-0.675
102,-0.105,-0.665
103,-0.035,-0.635
104,-0.075,-0.625
105,-0.055,-0.645
106,-0.115,-0.625
107,-0.065,-0.615
108,-0.025,-0.635
109,-0.015,-0.645
110,-0.005,-0.645
111,0.015,-0.625
112,0.015,-0.605
113,0.065,-0.615
114,0.015,-0.625
115,0.035,-0.625
116,0.115,-0.615
117,0.125,-0.625
118,0.145,-0.635
119,0.145,-0.625
120,0.165,-0.605
121,0.175,-0.615
122,0.125,-0.625
123,0.185,-0.645
124,0.135,-0.625
125,0.135,-0.635
126,0.145,-0.645
127,0.155,-0.645
128,0.185,-0.645
129,0.195,-0.645
130,0.175,-0.665
131,0.185,-0.665
132,0.185,-0.645
133,0.185,-0.675
134,0.225,-0.665
135,0.205,-0.655
136,0.215,-0.645
137,0.245,-0.655
138,0.155,-0.685
139,0.195,-0.665
140,0.185,-0.665
141,0.205,-0.645
142,0.235,-0.645
143,0.225,-0.625
144,0.245,-0.625
145,0.295,-0.575
146,0.275,-0.515
147,0.285,-0.495
148,0.395,-0.405
149,0.285,-0.405
150,-2.525,-0.405
151,-2.675,-0.435
152,-2.505,-0.455
153,-2.395,-0.525
154,-2.375,-0.565
155,-2.335,-0.565
156,-2.295,-0.565
157,-2.265,-0.570
158,-2.285,-0.580
159,-1.865,-0.440
160,2.355,-0.430
161,3.495,-0.675
162,3.305,-0.685
163,3.145,-0.855
164,3.105,-1.215
165,3.115,-1.015
166,3.135,-0.665
167,3.155,-0.575
168,3.185,-0.515
169,3.205,-0.515
170,3.225,-0.535
171,3.235,-0.495
172,3.255,-0.485
173,3.265,-0.485
174,3.275,-0.505
