'sample interval','ECG0','ECG1'
'0.0078125 sec','mV','mV'
0,0.035,0.050
1,0.035,0.050
2,0.035,0.050
3,0.035,0.050
4,0.035,0.050
5,0.035,0.055
6,0.040,0.060
7,0.035,0.055
8,0.030,0.050
9,0.020,0.040
10,0.015,0.030
11,0.010,0.030
12,0.000,0.025
13,0.000,0.025
14,0.000,0.025
15,-0.005,0.040
16,-0.010,0.065
17,-0.015,0.095
18,-0.015,0.110
19,-0.020,0.115
20,-0.030,0.115
21,-0.030,0.105
22,-0.025,0.100
23,-0.025,0.085
24,-0.025,0.070
25,-0.025,0.065
26,-0.010,0.065
27,0.005,0.045
28,0.015,0.020
29,0.020,0.000
30,0.025,-0.010
31,0.025,-0.015
32,0.030,-0.015
33,0.025,-0.015
34,0.025,-0.015
35,0.020,-0.005
36,0.000,0.050
37,-0.065,0.170
38,-0.170,0.285
39,-0.235,0.320
40,-0.230,0.250
41,-0.160,0.110
42,-0.060,-0.010
43,0.010,-0.105
44,0.050,-0.160
45,0.055,-0.165
46,0.055,-0.130
47,0.055,-0.085
48,0.055,-0.060
49,0.060,-0.055
50,0.065,-0.050
51,0.065,-0.050
52,0.055,-0.050
53,0.050,-0.055
54,0.045,-0.065
55,0.040,-0.070
56,0.035,-0.070
57,0.030,-0.070
58,0.025,-0.060
59,0.025,-0.050
60,0.020,-0.040
61,0.020,-0.030
62,0.025,-0.030
63,0.030,-0.030
64,0.030,-0.030
65,0.035,-0.035
66,0.040,-0.030
67,0.050,-0.025
68,0.060,-0.025
69,0.055,-0.040
70,0.040,-0.050
71,0.030,-0.060
72,0.020,-0.070
73,0.015,-0.070
74,0.015,-0.065
75,0.010,-0.065
76,0.010,-0.060
77,0.005,-0.055
78,0.000,-0.045
79,0.000,-0.040
80,0.000,-0.030
81,0.000,-0.025
82,-0.005,-0.020
83,-0.005,-0.015
84,-0.005,-0.015
85,-0.015,-0.025
86,-0.020,-0.030
87,-0.030,-0.040
88,-0.035,-0.040
89,-0.035,-0.025
90,-0.025,-0.010
91,-0.015,0.000
92,-0.015,0.000
93,-0.015,0.000
94,-0.025,-0.010
95,-0.040,-0.020
96,-0.045,-0.025
97,-0.035,-0.015
98,-0.025,0.000
99,-0.015,0.000
100,-0.005,0.005
101,0.000,0.005
102,0.000,0.005
103,0.000,0.015
104,0.000,0.020
105,0.005,0.025
106,0.005,0.025
107,0.010,0.030
108,0.015,0.035
109,0.010,0.040
110,0.005,0.055
111,0.000,0.075
112,0.000,0.100
113,0.000,0.110
114,-0.010,0.120
115,-0.020,0.115
116,-0.025,0.105
117,-0.025,0.090
118,-0.020,0.085
119,-0.010,0.090
120,0.000,0.090
121,0.015,0.080
122,0.035,0.070
123,0.055,0.050
124,0.070,0.025
125,0.070,0.010
126,0.065,0.005
127,0.065,0.005
128,0.065,0.010
129,0.075,0.020
130,0.080,0.045
131,0.045,0.095
132,-0.050,0.185
133,-0.175,0.285
134,-0.235,0.320
135,-0.215,0.245
136,-0.150,0.120
137,-0.060,-0.005
138,0.005,-0.110
139,0.045,-0.170
140,0.050,-0.175
141,0.040,-0.145
142,0.035,-0.110
143,0.035,-0.085
144,0.035,-0.070
145,0.035,-0.060
146,0.035,-0.050
147,0.035,-0.040
148,0.040,-0.025
149,0.045,-0.020
150,0.050,-0.015
151,0.055,-0.010
152,0.055,-0.010
153,0.055,-0.005
154,0.065,0.000
155,0.085,0.025
156,0.125,0.065
157,0.155,0.070
158,0.140,0.030
159,0.105,-0.010
160,0.075,-0.030
161,0.055,-0.030
162,0.055,-0.030
163,0.050,-0.035
164,0.045,-0.045
165,0.045,-0.050
166,0.040,-0.050
167,0.040,-0.050
168,0.040,-0.050
169,0.045,-0.045
170,0.040,-0.045
171,0.035,-0.045
172,0.020,-0.050
173,0.005,-0.055
174,0.000,-0.050
175,0.000,-0.030
176,0.000,-0.010
177,0.010,0.000
178,0.015,0.000
179,0.020,0.005
180,0.020,0.005
181,0.010,0.000
182,0.005,0.000
183,0.005,0.000
184,0.005,0.005
185,0.005,0.015
186,0.010,0.020
187,0.010,0.015
188,0.005,0.010
189,0.000,0.010
190,0.000,0.005
191,0.000,0.005
192,-0.005,0.010
193,-0.005,0.010
194,-0.005,0.010
195,-0.005,0.010
196,-0.005,0.015
197,0.000,0.020
198,0.000,0.025
199,0.000,0.025
200,0.000,0.025
201,0.000,0.025
202,0.000,0.025
203,0.000,0.030
204,0.000,0.030
205,-0.005,0.045
206,-0.020,0.070
207,-0.035,0.085
208,-0.045,0.090
209,-0.050,0.100
210,-0.055,0.105
211,-0.050,0.095
212,-0.050,0.075
213,-0.055,0.050
214,-0.065,0.030
215,-0.075,0.000
216,-0.080,-0.010
217,-0.075,-0.015
218,-0.055,-0.020
219,-0.035,-0.030
220,-0.020,-0.035
221,-0.015,-0.040
222,-0.005,-0.030
223,0.000,-0.015
224,0.010,-0.005
225,0.010,0.010
226,-0.030,0.070
227,-0.125,0.175
228,-0.215,0.290
229,-0.245,0.325
230,-0.210,0.245
231,-0.135,0.105
232,-0.050,-0.015
233,0.005,-0.110
234,0.035,-0.160
235,0.045,-0.155
236,0.045,-0.120
237,0.045,-0.085
238,0.040,-0.060
239,0.040,-0.050
240,0.040,-0.040
241,0.045,-0.030
242,0.045,-0.020
243,0.045,-0.020
244,0.050,-0.020
245,0.050,-0.015
246,0.050,-0.015
247,0.050,-0.015
248,0.050,-0.015
249,0.045,-0.015
250,0.045,-0.015
251,0.045,-0.015
252,0.045,-0.015
253,0.045,-0.015
254,0.040,-0.015
255,0.040,-0.010
256,0.040,-0.010
257,0.045,-0.010
258,0.050,-0.010
259,0.055,-0.010
260,0.060,-0.010
261,0.060,-0.010
262,0.055,-0.015
263,0.050,-0.020
264,0.050,-0.015
265,0.050,-0.005
266,0.050,0.000
267,0.045,0.000
268,0.045,0.000
269,0.040,0.000
270,0.035,0.000
271,0.035,0.000
272,0.030,0.005
273,0.030,0.010
274,0.030,0.010
275,0.030,0.010
276,0.030,0.010
277,0.030,0.010
278,0.030,0.010
279,0.030,0.015
280,0.025,0.020
281,0.025,0.020
282,0.020,0.015
283,0.020,0.015
284,0.015,0.015
285,0.010,0.020
286,0.010,0.025
287,0.010,0.025
288,0.010,0.025
289,0.005,0.025
290,0.005,0.030
291,0.005,0.030
292,0.010,0.030
293,0.010,0.035
294,0.010,0.040
295,0.010,0.045
296,0.015,0.045
297,0.015,0.045
298,0.010,0.055
299,0.010,0.060
300,0.005,0.080
301,0.000,0.100
302,0.000,0.115
303,0.000,0.125
304,-0.010,0.130
305,-0.020,0.130
306,-0.025,0.115
307,-0.015,0.105
308,-0.010,0.105
309,-0.005,0.095
310,0.000,0.080
311,0.000,0.065
312,0.010,0.045
313,0.020,0.015
314,0.025,0.000
315,0.025,-0.015
316,0.025,-0.025
317,0.025,-0.030
318,0.030,-0.025
319,0.040,-0.005
320,0.030,0.020
321,-0.015,0.100
322,-0.105,0.230
323,-0.200,0.320
324,-0.235,0.310
325,-0.200,0.200
326,-0.120,0.055
327,-0.030,-0.055
328,0.025,-0.130
329,0.055,-0.160
330,0.060,-0.140
331,0.060,-0.105
332,0.060,-0.075
333,0.060,-0.060
334,0.060,-0.050
335,0.055,-0.045
336,0.050,-0.040
337,0.045,-0.040
338,0.040,-0.040
339,0.035,-0.040
340,0.030,-0.045
341,0.030,-0.040
342,0.030,-0.035
343,0.040,-0.025
344,0.045,-0.015
